date,ticker,name,end,AUM,target_5d,sector,domestic_mean,domestic_std,domestic_count,global_mean,global_std,global_count,usd_krw,domestic_mean_norm,global_mean_norm
2019-03-13,A091160,KODEX 반도체,20188,3716,0.0172858360223961,반도체,0.6190635,0.3483428,11.0,0.5077302,0.0,1.0,1127.27001953125,0.2882067209538817,0.18524781703780652
2019-03-14,A091160,KODEX 반도체,20449,27892,0.0199953407161017,반도체,0.82203865,0.3202909,42.0,0.5077302,0.0,1.0,1129.5899658203125,2.292648067886423,0.18524781703780652
2019-03-15,A091160,KODEX 반도체,20284,7763,0.0378754372115607,반도체,0.61261004,0.3253196,12.0,0.5077302,0.0,1.0,1135.4200439453125,0.22447684044991204,0.18524781703780652
2019-03-18,A091160,KODEX 반도체,20354,1637,-0.0029521769128487,반도체,0.5509521,0.3526893,20.0,0.5077302,0.0,1.0,1132.72998046875,-0.38441407207157574,0.18524781703780652
2019-03-19,A091160,KODEX 반도체,20235,738,0.0100310621318118,반도체,0.3928685,0.37686136,13.0,0.5077302,0.0,1.0,1131.199951171875,-1.945537707708475,0.18524781703780652
2019-03-20,A091160,KODEX 반도체,20540,2686,-0.0039513210267227,반도체,0.69735515,0.30383185,21.0,0.5077302,0.0,1.0,1129.719970703125,1.0613605793428087,0.18524781703780652
2019-03-21,A091160,KODEX 반도체,20862,18408,-0.0406482487099379,반도체,0.69049895,0.3665411,22.0,0.5077302,0.0,1.0,1125.0,0.9936535188339775,0.18524781703780652
2019-03-22,A091160,KODEX 반도체,21067,16056,-0.0349218070245147,반도체,0.5369795,0.3290019,17.0,0.5077302,0.0,1.0,1127.77001953125,-0.5223977472364884,0.18524781703780652
2019-03-25,A091160,KODEX 반도체,20294,20774,0.0276040463968882,반도체,0.50586873,0.38890025,12.0,0.5077302,0.0,1.0,1135.1400146484375,-0.8296260642147423,0.18524781703780652
2019-03-26,A091160,KODEX 반도체,20439,10301,0.017363905076143,반도체,0.49784458,0.3591463,12.0,0.2606363,0.34339875,2.0,1133.8499755859375,-0.9088669862388854,-1.057641892679023
2019-03-27,A091160,KODEX 반도체,20459,3370,0.0414103154868252,반도체,0.5511317,0.3289701,29.0,0.2606363,0.34339875,2.0,1133.9300537109375,-0.3826404674411114,-1.057641892679023
2019-03-28,A091160,KODEX 반도체,20031,3990,0.0707253488801694,반도체,0.6104544,0.3507176,19.0,0.2606363,0.34339875,2.0,1138.5,0.20318923975050773,-1.057641892679023
2019-03-29,A091160,KODEX 반도체,20344,4382,0.0655855789549748,반도체,0.41934368,0.33330274,12.0,0.2606363,0.34339875,2.0,1134.3199462890625,-1.684087252027169,-1.057641892679023
2019-04-01,A091160,KODEX 반도체,20862,15509,0.0214817279633942,반도체,0.6807422,0.3971946,32.0,0.2606363,0.34339875,2.0,1132.6700439453125,0.8973026447901153,-1.057641892679023
2019-04-02,A091160,KODEX 반도체,20797,7911,0.0318944418887863,반도체,0.6807422,0.3971946,32.0,0.2606363,0.34339875,2.0,1136.3900146484375,0.8973026447901153,-1.057641892679023
2019-04-03,A091160,KODEX 반도체,21324,11232,0.0097534431639564,반도체,0.52800936,0.30887341,23.0,0.2606363,0.34339875,2.0,1133.530029296875,-0.6109806082604787,-1.057641892679023
2019-04-04,A091160,KODEX 반도체,21499,25917,0.0077839433005592,반도체,0.70904446,0.25624713,18.0,0.2606363,0.34339875,2.0,1134.300048828125,1.1767960712299284,-1.057641892679023
2019-04-05,A091160,KODEX 반도체,21723,7497,-0.0025812413502233,반도체,0.45678258,0.3974866,16.0,0.2606363,0.34339875,2.0,1134.300048828125,-1.3143667264176413,-1.057641892679023
2019-04-08,A091160,KODEX 반도체,21315,16011,0.0198348235646349,반도체,0.62430316,0.30564478,20.0,0.2606363,0.34339875,2.0,1141.1099853515625,0.33994995724595256,-1.057641892679023
2019-04-09,A091160,KODEX 반도체,21471,4520,0.0062215819593264,반도체,0.7237814,0.259564,15.0,0.5550649,0.34339875,1.0,1140.0999755859375,1.3223278363906592,0.4233427742283043
2019-04-10,A091160,KODEX 반도체,21533,7025,0.0211375787850883,반도체,0.6155871,0.29892182,13.0,0.5550649,0.34339875,1.0,1135.9000244140625,0.2538762135076443,0.4233427742283043
2019-04-11,A091160,KODEX 반도체,21667,5079,-0.0019865567504235,반도체,0.6640222,0.2913938,17.0,0.5550649,0.34339875,1.0,1140.989990234375,0.7321875589251117,0.4233427742283043
2019-04-12,A091160,KODEX 반도체,21667,7014,0.0095540665191081,반도체,0.4451149,0.25703403,17.0,0.5550649,0.34339875,1.0,1140.989990234375,-1.42958861547538,0.4233427742283043
2019-04-15,A091160,KODEX 반도체,21742,10310,-0.0023484458103096,반도체,0.56340504,0.37604427,5.0,0.5550649,0.34339875,1.0,1133.199951171875,-0.2614375016546046,0.4233427742283043
2019-04-16,A091160,KODEX 반도체,21605,2489,0.009443810829641,반도체,0.5673423,0.41616032,8.0,0.5550649,0.34339875,1.0,1135.699951171875,-0.2225558615246503,0.4233427742283043
2019-04-17,A091160,KODEX 반도체,21993,7430,-0.0151646474960138,반도체,0.3954627,0.3652072,15.0,0.5550649,0.34339875,1.0,1130.199951171875,-1.9199191936085354,0.4233427742283043
2019-04-18,A091160,KODEX 반도체,21624,10319,0.0154643439710094,반도체,0.61463255,0.34071687,17.0,0.5550649,0.34339875,1.0,1136.1099853515625,0.24444974190402952,0.4233427742283043
2019-04-19,A091160,KODEX 반도체,21875,11069,-0.0248549114744086,반도체,0.5422942,0.3309355,6.0,0.5075294,0.34339875,1.0,1136.1099853515625,-0.4699134681188616,0.18423778703014085
2019-04-22,A091160,KODEX 반도체,21691,6157,0.0073950225619721,반도체,0.4943024,0.29178327,22.0,0.5075294,0.34339875,1.0,1140.0400390625,-0.9438470911939872,0.18423778703014085
2019-04-23,A091160,KODEX 반도체,21810,1584,0.0046658517472392,반도체,0.66147494,0.38173944,18.0,0.5075294,0.34339875,1.0,1142.0,0.7070325916033114,0.18423778703014085
2019-04-24,A091160,KODEX 반도체,21662,11634,0.0208773942620778,반도체,0.6391109,0.2981806,23.0,0.5075294,0.34339875,1.0,1155.260009765625,0.48618089394252356,0.18423778703014085
2019-04-25,A091160,KODEX 반도체,21961,27984,0.0064904346759593,반도체,0.73488724,0.33829576,59.0,0.5075294,0.34339875,1.0,1159.0,1.4320013845487336,0.18423778703014085
2019-04-26,A091160,KODEX 반도체,21338,5278,0.0171913354318888,반도체,0.6241817,0.2906534,20.0,0.5075294,0.34339875,1.0,1159.0,0.33875050280042823,0.18423778703014085
2019-04-29,A091160,KODEX 반도체,21852,103428,-0.0242716870971183,반도체,0.72961587,0.31706068,25.0,0.5075294,0.34339875,1.0,1158.7900390625,1.3799450023611615,0.18423778703014085
2019-04-30,A091160,KODEX 반도체,21912,13052,-0.0646602274603648,반도체,0.6473819,0.29636675,29.0,0.5075294,0.34339875,1.0,1163.260009765625,0.5678595348031358,0.18423778703014085
2019-05-02,A091160,KODEX 반도체,22119,48473,-0.0724574311835295,반도체,0.79658145,0.3370148,25.0,0.5075294,0.34339875,1.0,1166.1099853515625,2.041250474352776,0.18423778703014085
2019-05-03,A091160,KODEX 반도체,22104,2805,-0.1024291986834348,반도체,0.51426905,0.34599438,12.0,0.5075294,0.34339875,1.0,1166.1099853515625,-0.7466703490177617,0.18423778703014085
2019-05-07,A091160,KODEX 반도체,21708,3479,-0.0790527795351418,반도체,0.5048343,0.3413471,19.0,0.5075294,0.34339875,1.0,1171.300048828125,-0.8398413751161382,0.18423778703014085
2019-05-08,A091160,KODEX 반도체,21328,4341,-0.0421845909754356,반도체,0.5213143,0.37423816,19.0,0.5075294,0.34339875,1.0,1172.18994140625,-0.6770963622539806,0.18423778703014085
2019-05-09,A091160,KODEX 반도체,20540,26676,-0.0338679760381607,반도체,0.5817659,0.34844562,13.0,0.5075294,0.34339875,1.0,1179.18994140625,-0.08011842417522023,0.18423778703014085
2019-05-10,A091160,KODEX 반도체,20573,7680,-0.0405729126287395,반도체,0.5571465,0.31557527,12.0,0.5075294,0.34339875,1.0,1179.18994140625,-0.32324248786809556,0.18423778703014085
2019-05-13,A091160,KODEX 반도체,19952,2597,-0.0251738831539241,반도체,0.5580512,0.39534333,21.0,0.5075294,0.34339875,1.0,1187.1800537109375,-0.3143083001777806,0.18423778703014085
2019-05-14,A091160,KODEX 반도체,20058,3115,-0.0249880495868416,반도체,0.45791918,0.3413938,14.0,0.5075294,0.34339875,1.0,1186.9300537109375,-1.3031424556883253,0.18423778703014085
2019-05-15,A091160,KODEX 반도체,20447,10993,-0.0531302775120491,반도체,0.71923727,0.23550762,20.0,0.5075294,0.34339875,1.0,1186.0400390625,1.2774531704138807,0.18423778703014085
2019-05-16,A091160,KODEX 반도체,19856,6529,-0.0449097093287889,반도체,0.51254094,0.35901806,19.0,0.47852728,0.34339875,1.0,1190.489990234375,-0.76373596092172,0.038356255725755455
2019-05-17,A091160,KODEX 반도체,19755,6476,-0.0600300125015035,반도체,0.47054443,0.3124524,22.0,0.47852728,0.34339875,1.0,1190.489990234375,-1.1784642716083524,0.038356255725755455
2019-05-20,A091160,KODEX 반도체,19456,3493,-0.0463389151799336,반도체,0.54478544,0.3204871,17.0,0.027790625,0.34339875,1.0,1193.3299560546875,-0.44531171533714303,-2.228862604358142
2019-05-21,A091160,KODEX 반도체,19563,3123,-0.0348485439879939,반도체,0.5296333,0.30713248,23.0,0.027790625,0.34339875,1.0,1193.3299560546875,-0.5949437067927985,-2.228862604358142
2019-05-22,A091160,KODEX 반도체,19389,8017,-0.0315407536637061,반도체,0.54262114,0.34986058,21.0,0.027790625,0.34339875,1.0,1188.800048828125,-0.4666848361707333,-2.228862604358142
2019-05-23,A091160,KODEX 반도체,18984,11554,-0.0017398185487894,반도체,0.53399837,0.33068284,31.0,0.027790625,0.34339875,1.0,1188.800048828125,-0.5518373127822264,-2.228862604358142
2019-05-24,A091160,KODEX 반도체,18604,4867,0.0197457119198429,반도체,0.45246333,0.34626684,11.0,0.027790625,0.34339875,1.0,1188.800048828125,-1.3570206339907525,-2.228862604358142
2019-05-27,A091160,KODEX 반도체,18575,1550,0.0264047002791164,반도체,0.53637016,0.23444112,12.0,0.027790625,0.34339875,1.0,1182.31005859375,-0.5284151650846334,-2.228862604358142
2019-05-28,A091160,KODEX 반도체,18893,7520,0.0048050360422815,반도체,0.541691,0.3786237,16.0,0.552293,0.34339875,1.0,1187.5799560546875,-0.47587025159934937,0.40940003429678834
2019-05-29,A091160,KODEX 반도체,18787,5058,0.0183539775925037,반도체,0.4467014,0.37416017,19.0,0.552293,0.34339875,1.0,1192.2099609375,-1.4139214453961435,0.40940003429678834
2019-05-30,A091160,KODEX 반도체,18951,13738,0.0163294568953478,반도체,0.46360546,0.34562528,18.0,0.552293,0.34339875,1.0,1188.3800048828125,-1.2469887110440394,0.40940003429678834
2019-05-31,A091160,KODEX 반도체,18975,5330,0.0287782170189517,반도체,0.47181848,0.3575978,19.0,0.552293,0.34339875,1.0,1188.3800048828125,-1.1658826403196978,0.40940003429678834
2019-06-03,A091160,KODEX 반도체,19072,4870,0.0455590789458063,반도체,0.49972022,0.33923036,19.0,0.552293,0.34339875,1.0,1178.3499755859375,-0.8903444707094693,0.40940003429678834
2019-06-04,A091160,KODEX 반도체,18984,3839,0.0283040211671828,반도체,0.41086945,0.3466606,14.0,0.552293,0.34339875,1.0,1176.050048828125,-1.767772850955984,0.40940003429678834
2019-06-05,A091160,KODEX 반도체,19135,9404,0.007652899364523,반도체,0.5212208,0.3641481,20.0,0.552293,0.34339875,1.0,1178.739990234375,-0.6780197031946728,0.40940003429678834
2019-06-07,A091160,KODEX 반도체,19263,3386,-0.0120643844793644,반도체,0.74117833,0.305675,16.0,0.552293,0.34339875,1.0,1178.739990234375,1.4941278119132348,0.40940003429678834
2019-06-10,A091160,KODEX 반도체,19529,8023,-0.0290417563537224,반도체,0.47496444,0.33698016,15.0,0.552293,0.34339875,1.0,1182.0999755859375,-1.1348153283862128,0.40940003429678834
2019-06-11,A091160,KODEX 반도체,19961,3737,-0.0531908957719635,반도체,0.61592066,0.2889227,21.0,0.50166297,0.34339875,1.0,1177.97998046875,0.25717021996943396,0.15472946861445325
2019-06-12,A091160,KODEX 반도체,19529,7688,-0.012261874394893,반도체,0.64150596,0.31448945,12.0,0.50166297,0.34339875,1.0,1183.4300537109375,0.5098328399683512,0.15472946861445325
2019-06-13,A091160,KODEX 반도체,19282,3381,0.010986004192372,반도체,0.58422524,0.34559107,13.0,0.50166297,0.34339875,1.0,1181.0799560546875,-0.055831693596796524,0.15472946861445325
2019-06-14,A091160,KODEX 반도체,19032,3352,0.0093092037798086,반도체,0.65092486,0.30276707,11.0,0.50166297,0.34339875,1.0,1181.0799560546875,0.6028473424954977,0.15472946861445325
2019-06-17,A091160,KODEX 반도체,18970,13724,0.0155869048210514,반도체,0.4984227,0.34577268,20.0,0.50166297,0.34339875,1.0,1185.3499755859375,-0.9031578753871942,0.15472946861445325
2019-06-18,A091160,KODEX 반도체,18927,9860,0.0045334816706669,반도체,0.6447899,0.35344872,21.0,0.50166297,0.34339875,1.0,1173.5799560546875,0.5422627463723894,0.15472946861445325
2019-06-19,A091160,KODEX 반도체,19291,6687,-0.0037392928534846,반도체,0.6852798,0.3184522,12.0,0.50166297,0.34339875,1.0,1170.300048828125,0.9421128250306086,0.15472946861445325
2019-06-20,A091160,KODEX 반도체,19495,2038,-0.0007697242201716,반도체,0.5582066,0.28848174,19.0,0.50166297,0.34339875,1.0,1157.2099609375,-0.31277367790843696,0.15472946861445325
2019-06-21,A091160,KODEX 반도체,19210,1999,0.0119532612580374,반도체,0.49616686,0.40335765,17.0,0.50166297,0.34339875,1.0,1157.2099609375,-0.925434981565287,0.15472946861445325
2019-06-24,A091160,KODEX 반도체,19268,3393,0.0159097190264313,반도체,0.42928123,0.3107379,18.0,0.50166297,0.34339875,1.0,1152.469970703125,-1.5859509229878284,0.15472946861445325
2019-06-25,A091160,KODEX 반도체,19013,5415,0.0326489924495491,반도체,0.58684134,0.24035601,20.0,0.50166297,0.34339875,1.0,1155.7099609375,-0.02999691033534682,0.15472946861445325
2019-06-26,A091160,KODEX 반도체,19219,13982,0.0149765245028568,반도체,0.5811669,0.3585237,12.0,0.4938029,0.34339875,1.0,1152.5,-0.08603373137815815,0.11519308135174046
2019-06-27,A091160,KODEX 반도체,19480,11554,0.0179084965185002,반도체,0.52024364,0.22840238,19.0,0.027000764,0.34339875,1.0,1155.510009765625,-0.6876694554257644,-2.23283562881972
2019-06-28,A091160,KODEX 반도체,19441,5577,0.0062557890406722,반도체,0.41221064,0.29097235,18.0,0.027000764,0.34339875,1.0,1155.510009765625,-1.7545281917447828,-2.23283562881972
2019-07-01,A091160,KODEX 반도체,19577,6322,-0.0569090526389586,반도체,0.41221064,0.29097235,18.0,0.027000764,0.34339875,1.0,1159.75,-1.7545281917447828,-2.23283562881972
2019-07-02,A091160,KODEX 반도체,19644,3218,-0.0552019402519911,반도체,0.4621815,0.2742494,32.0,0.027000764,0.34339875,1.0,1165.5799560546875,-1.2610507491820975,-2.23283562881972
2019-07-03,A091160,KODEX 반도체,19509,4682,-0.0231790730396903,반도체,0.63267666,0.3115816,56.0,0.027000764,0.34339875,1.0,1168.8699951171875,0.4226408167848651,-2.23283562881972
2019-07-04,A091160,KODEX 반도체,19832,13108,-0.0107473405956724,반도체,0.52667546,0.28778702,41.0,0.027000764,0.34339875,1.0,1167.1300048828125,-0.6241532765042186,-2.23283562881972
2019-07-05,A091160,KODEX 반도체,19563,8348,0.0087536820356355,반도체,0.55269825,0.3224903,38.0,0.02016842,0.34339875,1.0,1167.1300048828125,-0.3671703096802374,-2.267202523554254
2019-07-08,A091160,KODEX 반도체,18494,47345,0.0717647014082786,반도체,0.4859858,0.238997,46.0,0.02016842,0.34339875,1.0,1179.8499755859375,-1.0259760459251406,-2.267202523554254
2019-07-09,A091160,KODEX 반도체,18589,11761,0.0695055881254401,반도체,0.5423379,0.31082606,34.0,0.02016842,0.34339875,1.0,1181.47998046875,-0.46948191732625894,-2.267202523554254
2019-07-10,A091160,KODEX 반도체,19062,16930,0.0219481142752385,반도체,0.48932293,0.31116897,45.0,0.02016842,0.34339875,1.0,1175.530029296875,-0.9930208720918466,-2.267202523554254
2019-07-11,A091160,KODEX 반도체,19620,22212,0.0066040372099137,반도체,0.67708355,0.35617405,64.0,0.02016842,0.34339875,1.0,1174.0799560546875,0.8611723631573405,-2.267202523554254
2019-07-12,A091160,KODEX 반도체,19735,8687,0.0145378450146625,반도체,0.5306373,0.270084,31.0,0.5011039,0.34339875,1.0,1174.0799560546875,-0.5850289013975555,0.15191732978783154
2019-07-15,A091160,KODEX 반도체,19870,4361,0.0187461866128345,반도체,0.6187734,0.31325653,43.0,0.4537236,0.34339875,1.0,1178.4300537109375,0.28534189521169084,-0.0864069967669573
2019-07-16,A091160,KODEX 반도체,19927,7657,0.0120711761045621,반도체,0.6197164,0.3271316,25.0,0.4537236,0.34339875,1.0,1177.8800048828125,0.2946543070520428,-0.0864069967669573
2019-07-17,A091160,KODEX 반도체,19485,12610,0.0231831216159286,반도체,0.61164355,0.29675683,31.0,0.4537236,0.34339875,1.0,1178.68994140625,0.21493245771440628,-0.0864069967669573
2019-07-18,A091160,KODEX 반도체,19750,15870,0.0089221047033162,반도체,0.68277586,0.3187298,50.0,0.4537236,0.34339875,1.0,1170.77001953125,0.917385655885823,-0.0864069967669573
2019-07-19,A091160,KODEX 반도체,20024,8605,-0.0103913989443972,반도체,0.4554312,0.2684147,30.0,0.4537236,0.34339875,1.0,1170.77001953125,-1.3277120149784218,-0.0864069967669573
2019-07-22,A091160,KODEX 반도체,20246,6617,-0.065836739071218,반도체,0.4781647,0.21882689,32.0,0.4537236,0.34339875,1.0,1174.760009765625,-1.1032117874358336,-0.0864069967669573
2019-07-23,A091160,KODEX 반도체,20169,13355,-0.0454416194380948,반도체,0.5965544,0.2885462,43.0,0.4537236,0.34339875,1.0,1176.800048828125,0.06592251166895613,-0.0864069967669573
2019-07-24,A091160,KODEX 반도체,19942,12603,-0.0371368363897938,반도체,0.4578864,0.3591112,29.0,0.4537236,0.34339875,1.0,1176.550048828125,-1.3034661681592972,-0.0864069967669573
2019-07-25,A091160,KODEX 반도체,19927,11702,-0.0532841129592661,반도체,0.55634546,0.3191024,42.0,0.4537236,0.34339875,1.0,1182.3900146484375,-0.33115300152726473,-0.0864069967669573
2019-07-26,A091160,KODEX 반도체,19817,5582,-0.0549198270983291,반도체,0.43270513,0.23947851,18.0,0.50769657,0.34339875,1.0,1182.3900146484375,-1.5521388690109632,0.18507865713164215
2019-07-29,A091160,KODEX 반도체,18956,7742,-0.0551433903883883,반도체,0.5039011,0.2755054,32.0,0.50769657,0.34339875,1.0,1181.8499755859375,-0.8490570089755411,0.18507865713164215
