date,ticker,name,end,AUM,log_return_t+5
2019-07-08,A091160,KODEX 반도체,18494,47345,0.07176470140827866
2019-07-09,A091160,KODEX 반도체,18589,11761,0.06950558812544012
2019-07-10,A091160,KODEX 반도체,19062,16930,0.021948114275238528
2019-07-11,A091160,KODEX 반도체,19620,22212,0.006604037209913799
2019-07-12,A091160,KODEX 반도체,19735,8687,0.014537845014662562
2019-07-15,A091160,KODEX 반도체,19870,4361,0.018746186612834566
2019-07-16,A091160,KODEX 반도체,19927,7657,0.012071176104562166
2019-07-17,A091160,KODEX 반도체,19485,12610,0.023183121615928608
2019-07-18,A091160,KODEX 반도체,19750,15870,0.008922104703316277
2019-07-19,A091160,KODEX 반도체,20024,8605,-0.010391398944397215
2019-07-22,A091160,KODEX 반도체,20246,6617,-0.06583673907121808
2019-07-23,A091160,KODEX 반도체,20169,13355,-0.045441619438094834
2019-07-24,A091160,KODEX 반도체,19942,12603,-0.037136836389793884
2019-07-25,A091160,KODEX 반도체,19927,11702,-0.053284112959266196
2019-07-26,A091160,KODEX 반도체,19817,5582,-0.05491982709832911
2019-07-29,A091160,KODEX 반도체,18956,7742,-0.05514339038838839
2019-07-30,A091160,KODEX 반도체,19273,3683,-0.11327264993414055
2019-07-31,A091160,KODEX 반도체,19215,8707,-0.07924937165414049
2019-08-01,A091160,KODEX 반도체,18893,7953,-0.04116830264750917
2019-08-02,A091160,KODEX 반도체,18758,29629,-0.025265865683972395
2019-08-05,A091160,KODEX 반도체,17939,16528,0.02210735311136526
2019-08-06,A091160,KODEX 반도체,17209,7618,0.0636519640455449
2019-08-07,A091160,KODEX 반도체,17751,11351,0.05160027222137407
2019-08-08,A091160,KODEX 반도체,18131,17862,0.021551970388164043
2019-08-09,A091160,KODEX 반도체,18290,4035,0.012820688429061469
2019-08-12,A091160,KODEX 반도체,18340,2930,0.031505007228463375
2019-08-13,A091160,KODEX 반도체,18340,3379,0.04217331662384261
2019-08-14,A091160,KODEX 반도체,18691,7898,0.004111167327078861
2019-08-16,A091160,KODEX 반도체,18526,25371,0.014202880975179778
2019-08-19,A091160,KODEX 반도체,18526,16009,-0.033480982486782135
2019-08-20,A091160,KODEX 반도체,18927,16836,-0.03999239561782975
2019-08-21,A091160,KODEX 반도체,19130,7585,-0.03429819106356632
2019-08-22,A091160,KODEX 반도체,18768,4764,-0.026564568210094557
2019-08-23,A091160,KODEX 반도체,18791,1974,0.0
2019-08-26,A091160,KODEX 반도체,17916,9204,0.06404652135794422
2019-08-27,A091160,KODEX 반도체,18185,3893,0.04657500449966166
2019-08-28,A091160,KODEX 반도체,18485,2784,0.0674589212651223
2019-08-29,A091160,KODEX 반도체,18276,3379,0.11175825982537392
2019-08-30,A091160,KODEX 반도체,18791,4504,0.08333264813216726
2019-09-02,A091160,KODEX 반도체,19101,8536,0.06456796942392849
2019-09-03,A091160,KODEX 반도체,19052,2002,0.06320246735224704
2019-09-04,A091160,KODEX 반도체,19775,23563,0.02546318300469289
2019-09-05,A091160,KODEX 반도체,20437,16530,-0.010378078046420349
2019-09-06,A091160,KODEX 반도체,20424,17025,-0.010879571707777268
2019-09-09,A091160,KODEX 반도체,20375,19154,0.0007359254594374421
2019-09-10,A091160,KODEX 반도체,20295,8436,0.01922760777074518
2019-09-11,A091160,KODEX 반도체,20285,11451,0.02415741105016712
2019-09-16,A091160,KODEX 반도체,20226,4541,0.018370712826670327
2019-09-17,A091160,KODEX 반도체,20203,4575,0.021884211175636298
2019-09-18,A091160,KODEX 반도체,20390,7876,0.0027915878745533324
2019-09-19,A091160,KODEX 반도체,20689,10982,-0.005622621569512585
2019-09-20,A091160,KODEX 반도체,20781,9108,-0.012639087406008956
2019-09-23,A091160,KODEX 반도체,20601,27039,-0.0002427361227541216
2019-09-24,A091160,KODEX 반도체,20650,8637,0.00048414428445068636
2019-09-25,A091160,KODEX 반도체,20447,10270,-0.014185333662630672
2019-09-26,A091160,KODEX 반도체,20573,3388,-0.017703049062431454
2019-09-27,A091160,KODEX 반도체,20520,3473,-0.017749181504282254
2019-09-30,A091160,KODEX 반도체,20596,11578,-0.0036968618813260916
2019-10-01,A091160,KODEX 반도체,20660,3914,-0.01389080456456603
2019-10-02,A091160,KODEX 반도체,20159,5760,0.01921010214395697
2019-10-04,A091160,KODEX 반도체,20212,4928,0.03256316715826271
2019-10-07,A091160,KODEX 반도체,20159,2103,0.05730721967341187
2019-10-08,A091160,KODEX 반도체,20520,7121,0.05300479190272368
2019-10-10,A091160,KODEX 반도체,20375,6240,0.052021863272601256
2019-10-11,A091160,KODEX 반도체,20550,4115,0.02598546826123382
2019-10-14,A091160,KODEX 반도체,20881,16170,0.01737605434557697
2019-10-15,A091160,KODEX 반도체,21348,11997,-0.0033783815916273064
2019-10-16,A091160,KODEX 반도체,21637,15710,-0.019130855942985643
2019-10-17,A091160,KODEX 반도체,21463,10215,-0.0017253845591613298
2019-10-18,A091160,KODEX 반도체,21091,10955,0.0275898917654763
2019-10-21,A091160,KODEX 반도체,21247,4325,0.02528133158128276
2019-10-22,A091160,KODEX 반도체,21276,72698,0.0230450636918824
2019-10-23,A091160,KODEX 반도체,21227,13745,0.00774306409728057
2019-10-24,A091160,KODEX 반도체,21426,8145,0.015789923592333728
2019-10-25,A091160,KODEX 반도체,21681,12216,0.005748860315236331
2019-10-28,A091160,KODEX 반도체,21791,24906,0.014713851605425562
2019-10-29,A091160,KODEX 반도체,21772,16722,0.020278030587577038
2019-10-30,A091160,KODEX 반도체,21392,20785,0.01916814092460254
2019-10-31,A091160,KODEX 반도체,21767,32099,-0.005343418674454189
2019-11-01,A091160,KODEX 반도체,21806,12380,-0.02057151861668628
2019-11-04,A091160,KODEX 반도체,22114,17128,-0.04504391167811843
2019-11-05,A091160,KODEX 반도체,22218,12935,-0.03387361572350589
2019-11-06,A091160,KODEX 반도체,21806,25967,-0.01963571469288191
2019-11-07,A091160,KODEX 반도체,21651,19958,-0.003748182357180892
2019-11-08,A091160,KODEX 반도체,21362,13163,0.033466104387185745
2019-11-11,A091160,KODEX 반도체,21140,8235,0.046805947058446866
2019-11-12,A091160,KODEX 반도체,21478,23535,0.03071804352469609
2019-11-13,A091160,KODEX 반도체,21382,5435,0.008104753479942101
2019-11-14,A091160,KODEX 반도체,21570,14727,-0.020562303816274913
2019-11-15,A091160,KODEX 반도체,22089,17454,-0.03435592999325848
2019-11-18,A091160,KODEX 반도체,22153,24140,-0.021997966270344685
2019-11-19,A091160,KODEX 반도체,22148,10011,-0.018961370271444063
2019-11-20,A091160,KODEX 반도체,21556,22756,0.0014834046851461041
2019-11-21,A091160,KODEX 반도체,21131,18463,0.02431048617345582
2019-11-22,A091160,KODEX 반도체,21343,15678,0.00159176063571267
2019-11-25,A091160,KODEX 반도체,21671,5600,-0.016329361932549927
2019-11-26,A091160,KODEX 반도체,21732,17568,-0.030840683688351442
2019-11-27,A091160,KODEX 반도체,21588,7125,-0.03492755175609636
2019-11-28,A091160,KODEX 반도체,21651,4615,-0.01367208796839995
2019-11-29,A091160,KODEX 반도체,21377,32018,0.042540122875201467
2019-12-02,A091160,KODEX 반도체,21320,13662,0.041707156120030967
2019-12-03,A091160,KODEX 반도체,21072,9233,0.039317446398656655
2019-12-04,A091160,KODEX 반도체,20847,18960,0.05437770619721236
2019-12-05,A091160,KODEX 반도체,21357,31942,0.05634908807339719
2019-12-06,A091160,KODEX 반도체,22306,111983,0.04144943146102009
2019-12-09,A091160,KODEX 반도체,22228,27978,0.05466846306569634
2019-12-10,A091160,KODEX 반도체,21917,20122,0.10156631211632214
2019-12-11,A091160,KODEX 반도체,22012,7798,0.09526061883192835
2019-12-12,A091160,KODEX 반도체,22595,37708,0.06119980489536343
2019-12-13,A091160,KODEX 반도체,23250,52677,0.042193956176118964
2019-12-16,A091160,KODEX 반도체,23477,19948,0.022490840195268605
2019-12-17,A091160,KODEX 반도체,24260,55354,-0.013570643803426567
2019-12-18,A091160,KODEX 반도체,24212,55809,0.019752415963147387
2019-12-19,A091160,KODEX 반도체,24021,61787,0.056371755523736064
2019-12-20,A091160,KODEX 반도체,24252,29753,0.05143347918432667
2019-12-23,A091160,KODEX 반도체,24011,38439,0.06700569713598226
2019-12-24,A091160,KODEX 반도체,23933,28319,0.061614641857377854
2019-12-26,A091160,KODEX 반도체,24695,24582,0.025941221639427126
2019-12-27,A091160,KODEX 반도체,25414,77973,-0.004495807548868039
2019-12-30,A091160,KODEX 반도체,25532,67871,-0.012572832877299942
2020-01-02,A091160,KODEX 반도체,25675,71651,0.018025460548738038
2020-01-03,A091160,KODEX 반도체,25454,125353,0.025943250760710777
2020-01-06,A091160,KODEX 반도체,25344,72697,0.02601595437489012
2020-01-07,A091160,KODEX 반도체,25300,50776,0.030747703415162555
2020-01-08,A091160,KODEX 반도체,25213,118988,0.017417727874342814
2020-01-09,A091160,KODEX 반도체,26142,84055,-0.0001912813946420814
2020-01-10,A091160,KODEX 반도체,26123,84822,0.010093209030058154
2020-01-13,A091160,KODEX 반도체,26012,68295,0.01873769499068939
2020-01-14,A091160,KODEX 반도체,26090,105936,0.0053516947301452695
2020-01-15,A091160,KODEX 반도체,25656,107323,0.03988610301535002
2020-01-16,A091160,KODEX 반도체,26137,44829,0.014132363006252957
2020-01-17,A091160,KODEX 반도체,26388,66788,-0.02431940650903232
2020-01-20,A091160,KODEX 반도체,26504,68903,-0.026688641967940494
2020-01-21,A091160,KODEX 반도체,26230,55286,-0.04121125568365916
2020-01-22,A091160,KODEX 반도체,26700,67791,-0.0836258986678829
2020-01-23,A091160,KODEX 반도체,26509,52037,-0.058328512299454474
2020-01-28,A091160,KODEX 반도체,25754,155129,-0.012896345057231931
2020-01-29,A091160,KODEX 반도체,25806,42332,-0.014913413235294073
2020-01-30,A091160,KODEX 반도체,25171,97419,0.02173187007749359
2020-01-31,A091160,KODEX 반도체,24558,108508,0.03697389643835568
2020-02-03,A091160,KODEX 반도체,25007,72187,0.02144239126499995
2020-02-04,A091160,KODEX 반도체,25424,87951,0.013245744288225957
2020-02-05,A091160,KODEX 반도체,25424,64648,0.034483509429391254
2020-02-06,A091160,KODEX 반도체,25724,43973,0.03566488490920965
2020-02-07,A091160,KODEX 반도체,25483,48158,0.06296024456742869
2020-02-10,A091160,KODEX 반도체,25549,37811,0.06460212238711244
2020-02-11,A091160,KODEX 반도체,25763,75999,0.02343932230292128
2020-02-12,A091160,KODEX 반도체,26316,63641,0.010358086031176975
2020-02-13,A091160,KODEX 반도체,26658,72010,-0.0019901251334938485
2020-02-14,A091160,KODEX 반도체,27139,90834,-0.03425865346174454
2020-02-17,A091160,KODEX 반도체,27254,56531,-0.07665140976374119
2020-02-18,A091160,KODEX 반도체,26374,216965,-0.022508187415083213
2020-02-19,A091160,KODEX 반도체,26590,92648,-0.05067987634371961
2020-02-20,A091160,KODEX 반도체,26605,85801,-0.09342509432339649
2020-02-21,A091160,KODEX 반도체,26225,61021,-0.12644772999607154
2020-02-24,A091160,KODEX 반도체,25243,128426,-0.04046222351556756
2020-02-25,A091160,KODEX 반도체,25787,89545,-0.06944447447742279
2020-02-26,A091160,KODEX 반도체,25276,117283,-0.02345702555412068
2020-02-27,A091160,KODEX 반도체,24232,88347,0.032401031718746566
2020-02-28,A091160,KODEX 반도체,23110,104207,0.057836101365434295
2020-03-02,A091160,KODEX 반도체,24242,96578,-0.04221173406460982
2020-03-03,A091160,KODEX 반도체,24057,93203,-0.008809526109061118
2020-03-04,A091160,KODEX 반도체,24690,55611,-0.0765722953223984
2020-03-05,A091160,KODEX 반도체,25030,63899,-0.13463924880791328
2020-03-06,A091160,KODEX 반도체,24486,59630,-0.15276989160644844
2020-03-09,A091160,KODEX 반도체,23240,76552,-0.1585781372508211
2020-03-10,A091160,KODEX 반도체,23846,89862,-0.16871001108194883
2020-03-11,A091160,KODEX 반도체,22870,70453,-0.201783883450649
2020-03-12,A091160,KODEX 반도체,21877,104549,-0.2530463812779521
2020-03-13,A091160,KODEX 반도체,21017,271892,-0.12642641060461057
2020-03-16,A091160,KODEX 반도체,19832,90721,-0.1418642919501154
2020-03-17,A091160,KODEX 반도체,20144,116311,-0.04420132458507687
2020-03-18,A091160,KODEX 반도체,18691,100157,0.08233242570682031
2020-03-19,A091160,KODEX 반도체,16986,95646,0.1528883402923146
2020-03-20,A091160,KODEX 반도체,18521,95859,0.07080897778776338
2020-03-23,A091160,KODEX 반도체,17209,92417,0.1514990513466991
2020-03-24,A091160,KODEX 반도체,19273,109159,0.04042135390509208
2020-03-25,A091160,KODEX 반도체,20295,165145,-0.04273315690339576
2020-03-26,A091160,KODEX 반도체,19792,81602,0.018124964208078513
2020-03-27,A091160,KODEX 반도체,19880,183411,0.01299368606198818
2020-03-30,A091160,KODEX 반도체,20024,79619,0.06083611034397047
2020-03-31,A091160,KODEX 반도체,20068,53488,0.08745145023156091
2020-04-01,A091160,KODEX 반도체,19446,69528,0.11733725768072026
2020-04-02,A091160,KODEX 반도체,20154,45742,0.0827184934234611
2020-04-03,A091160,KODEX 반도체,20140,51967,0.06608895712057998
2020-04-06,A091160,KODEX 반도체,21280,73460,-0.0307305410910402
2020-04-07,A091160,KODEX 반도체,21902,113473,-0.03820579597539707
2020-04-08,A091160,KODEX 반도체,21867,91843,-0.01888111485363107
2020-04-09,A091160,KODEX 반도체,21892,61694,0.003920679743060689
2020-04-10,A091160,KODEX 반도체,21516,73562,0.007178116819197472
2020-04-13,A091160,KODEX 반도체,20636,72636,0.03826785352354793
2020-04-14,A091160,KODEX 반도체,21081,108203,0.035096226979907524
2020-04-16,A091160,KODEX 반도체,21458,58655,0.02070868423880806
2020-04-17,A091160,KODEX 반도체,21978,114128,-0.025436815184365875
2020-04-20,A091160,KODEX 반도체,21671,44698,0.0076766103616807465
2020-04-21,A091160,KODEX 반도체,21441,59439,0.023462162615228852
2020-04-22,A091160,KODEX 반도체,21834,48667,0.011656629573947964
2020-04-23,A091160,KODEX 반도체,21907,30936,-0.012262766475081637
2020-04-24,A091160,KODEX 반도체,21426,27336,0.03966759000307545
2020-04-27,A091160,KODEX 반도체,21838,35006,0.04696118415593473
2020-04-28,A091160,KODEX 반도체,21950,25576,0.06870125721765678
2020-04-29,A091160,KODEX 반도체,22090,31028,0.05679870929687564
2020-05-04,A091160,KODEX 반도체,21640,31761,0.07305116888495637
2020-05-06,A091160,KODEX 반도체,22293,62703,0.0376788552115271
2020-05-07,A091160,KODEX 반도체,22888,42703,-0.005915750912819374
2020-05-08,A091160,KODEX 반도체,23511,47235,-0.009057955543141174
2020-05-11,A091160,KODEX 반도체,23381,43027,-0.006823621524086981
2020-05-12,A091160,KODEX 반도체,23280,45623,0.015218658068423605
2020-05-13,A091160,KODEX 반도체,23149,28044,0.05504666329391433
2020-05-14,A091160,KODEX 반도체,22753,34494,0.07943059768430275
2020-05-15,A091160,KODEX 반도체,23299,57781,0.04029479432738806
2020-05-18,A091160,KODEX 반도체,23222,34874,0.06481569829187518
2020-05-19,A091160,KODEX 반도체,23637,54573,0.057621328400533356
2020-05-20,A091160,KODEX 반도체,24459,73687,0.0015932352166103214
2020-05-21,A091160,KODEX 반도체,24634,59751,-0.025240785867455096
2020-05-22,A091160,KODEX 반도체,24257,91311,-0.014659426572677279
2020-05-25,A091160,KODEX 반도체,24777,79160,0.0025394535685884004
2020-05-26,A091160,KODEX 반도체,25039,71103,-0.005446331191185703
2020-05-27,A091160,KODEX 반도체,24498,41503,0.035685139878729955
2020-05-28,A091160,KODEX 반도체,24020,100888,0.04906767214956737
2020-05-29,A091160,KODEX 반도체,23904,40041,0.06498552212135825
2020-06-01,A091160,KODEX 반도체,24840,67670,0.02217579974742923
2020-06-02,A091160,KODEX 반도체,24903,65465,0.012173126313965292
2020-06-03,A091160,KODEX 반도체,25388,112849,-0.002484571309476604
2020-06-04,A091160,KODEX 반도체,25228,73109,-0.014292230986091477
2020-06-05,A091160,KODEX 반도체,25509,56223,-0.053588202291964974
2020-06-08,A091160,KODEX 반도체,25397,66374,-0.12040488921092703
2020-06-09,A091160,KODEX 반도체,25208,59512,-0.06151759418370942
2020-06-10,A091160,KODEX 반도체,25325,48962,-0.05594899508396617
2020-06-11,A091160,KODEX 반도체,24870,65783,-0.04003487642028126
2020-06-12,A091160,KODEX 반도체,24178,90966,-0.0073476326332193665
2020-06-15,A091160,KODEX 반도체,22516,89350,0.069395467049629
2020-06-16,A091160,KODEX 반도체,23704,56316,0.015820863198763264
2020-06-17,A091160,KODEX 반도체,23947,67739,0.03201226653395434
2020-06-18,A091160,KODEX 반도체,23894,28442,0.005883719950891992
2020-06-19,A091160,KODEX 반도체,24001,24260,0.01767545500652305
2020-06-22,A091160,KODEX 반도체,24134,35538,-0.01041285596666311
2020-06-23,A091160,KODEX 반도체,24082,35191,0.013200422683115103
2020-06-24,A091160,KODEX 반도체,24726,96726,-0.015405610953057253
2020-06-25,A091160,KODEX 반도체,24035,65549,0.01609609658292241
2020-06-26,A091160,KODEX 반도체,24429,47285,0.01454837103197614
2020-06-29,A091160,KODEX 반도체,23884,33664,0.056290417820585734
2020-06-30,A091160,KODEX 반도체,24402,82318,0.02732587161520363
2020-07-01,A091160,KODEX 반도체,24348,31886,0.02606604942096654
2020-07-02,A091160,KODEX 반도체,24425,22023,0.030403115839953688
2020-07-03,A091160,KODEX 반도체,24787,37367,0.018625638359904315
2020-07-06,A091160,KODEX 반도체,25267,77062,0.0024902675082521526
2020-07-07,A091160,KODEX 반도체,25078,73665,0.007349906947618634
2020-07-08,A091160,KODEX 반도체,24991,31974,0.02309955178504563
2020-07-09,A091160,KODEX 반도체,25179,54587,-0.0066945856722141605
2020-07-10,A091160,KODEX 반도체,25253,61857,0.0058829505371433425
2020-07-13,A091160,KODEX 반도체,25330,31611,-0.0028465267896054945
2020-07-14,A091160,KODEX 반도체,25263,35376,0.01664415263085371
2020-07-15,A091160,KODEX 반도체,25575,60652,0.005109115850249926
2020-07-16,A091160,KODEX 반도체,25011,40808,0.03307223930406308
2020-07-17,A091160,KODEX 반도체,25402,40285,0.010572992725428101
2020-07-20,A091160,KODEX 반도체,25258,19470,0.03993158317696843
2020-07-21,A091160,KODEX 반도체,25687,62159,0.04777561071309771
2020-07-22,A091160,KODEX 반도체,25706,27656,0.051332195054701796
2020-07-23,A091160,KODEX 반도체,25852,44592,0.06759935883596313
2020-07-24,A091160,KODEX 반도체,25672,35716,0.052988257872917666
2020-07-27,A091160,KODEX 반도체,26287,63233,0.03590560351938574
2020-07-28,A091160,KODEX 반도체,26944,153260,0.008794351473239342
2020-07-29,A091160,KODEX 반도체,27060,50037,0.014382402303746175
2020-07-30,A091160,KODEX 반도체,27660,112740,-0.0102110300527866
2020-07-31,A091160,KODEX 반도체,27069,87925,0.0071046294681780635
2020-08-03,A091160,KODEX 반도체,27248,54391,-0.0029771224782498924
2020-08-04,A091160,KODEX 반도체,27182,71696,-0.008423280186188107
