date,ticker,name,end,AUM,log_return_t+5
2019-01-28,161510,PLUS 고배당주,8583,67059,0.018012263909323423
2019-01-28,174350,TIGER 로우볼,9528,26702,0.01510366714741096
2019-01-28,182480,TIGER 미국MSCI리츠(합성H),9675,950,0.044474231703862444
2019-01-29,161510,PLUS 고배당주,8563,37989,0.014377059233726897
2019-01-29,174350,TIGER 로우볼,9538,70214,0.01022226487659239
2019-01-29,182480,TIGER 미국MSCI리츠(합성H),9789,5346,0.042695812450944004
2019-01-30,161510,PLUS 고배당주,8628,54620,0.005432597306011644
2019-01-30,174350,TIGER 로우볼,9619,439,-0.0015606308114701761
2019-01-30,182480,TIGER 미국MSCI리츠(합성H),9943,24042,0.02806471065987104
2019-01-31,161510,PLUS 고배당주,8720,78680,-0.00402183822781943
2019-01-31,174350,TIGER 로우볼,9651,37290,-0.006027871089187897
2019-01-31,182480,TIGER 미국MSCI리츠(합성H),10028,24381,0.023456283842063996
2019-02-01,161510,PLUS 고배당주,8723,112364,0.0011457379805133172
2019-02-01,174350,TIGER 로우볼,9677,24105,-0.002690398973806296
2019-02-01,182480,TIGER 미국MSCI리츠(합성H),10109,17799,0.0017790081782269596
2019-02-07,161510,PLUS 고배당주,8739,66865,0.006728656281120848
2019-02-07,174350,TIGER 로우볼,9673,34658,0.007928785809346195
2019-02-07,182480,TIGER 미국MSCI리츠(합성H),10115,24090,0.008172152013255385
2019-02-08,161510,PLUS 고배당주,8687,62348,0.0072260450917411845
2019-02-08,174350,TIGER 로우볼,9636,5390,-0.000519022173897099
2019-02-08,182480,TIGER 미국MSCI리츠(합성H),10216,14815,0.002444152363063168
2019-02-11,161510,PLUS 고배당주,8675,466300,0.01578257828460039
2019-02-11,174350,TIGER 로우볼,9604,145518,0.00560690909234296
2019-02-11,182480,TIGER 미국MSCI리츠(합성H),10226,1435,0.001758671679471746
2019-02-12,161510,PLUS 고배당주,8685,53690,0.00962537510415018
2019-02-12,174350,TIGER 로우볼,9593,9510,0.0011460125231970153
2019-02-12,182480,TIGER 미국MSCI리츠(합성H),10266,10584,0.0010709245048250438
2019-02-13,161510,PLUS 고배당주,8733,60041,0.009799531474447676
2019-02-13,174350,TIGER 로우볼,9651,3754,-0.0005182152782179372
2019-02-13,182480,TIGER 미국MSCI리츠(합성H),10127,696,0.017327045011850117
2019-02-14,161510,PLUS 고배당주,8798,272953,0.0017034811909955039
2019-02-14,174350,TIGER 로우볼,9750,50632,-0.008238975544553995
2019-02-14,182480,TIGER 미국MSCI리츠(합성H),10198,318722,0.0034261694716537505
2019-02-15,161510,PLUS 고배당주,8750,62615,0.004674770499518033
2019-02-15,174350,TIGER 로우볼,9631,1684,0.008786948561198216
2019-02-15,182480,TIGER 미국MSCI리츠(합성H),10241,5716,-0.00039066315566671506
2019-02-18,161510,PLUS 고배당주,8813,285388,0.00158730192057277
2019-02-18,174350,TIGER 로우볼,9658,18454,0.004029971871059246
2019-02-18,182480,TIGER 미국MSCI리츠(합성H),10244,4972,0.005451726898311193
2019-02-19,161510,PLUS 고배당주,8769,176512,-0.0003421728006003377
2019-02-19,174350,TIGER 로우볼,9604,11295,0.008295360716804367
2019-02-19,182480,TIGER 미국MSCI리츠(합성H),10277,1484,-0.01154837653352736
2019-02-20,161510,PLUS 고배당주,8819,86260,-0.0031800140370012997
2019-02-20,174350,TIGER 로우볼,9646,17439,0.00959512133228202
2019-02-20,182480,TIGER 미국MSCI리츠(합성H),10304,10432,-0.012107158239622606
2019-02-21,161510,PLUS 고배당주,8813,325592,-0.007174203747998931
2019-02-21,174350,TIGER 로우볼,9670,9943,0.0011368922727328368
2019-02-21,182480,TIGER 미국MSCI리츠(합성H),10233,2241,-0.008045569302323585
2019-02-22,161510,PLUS 고배당주,8791,221265,-0.01098032306279606
2019-02-22,174350,TIGER 로우볼,9716,4480,-0.0051594377170331995
2019-02-22,182480,TIGER 미국MSCI리츠(합성H),10237,2107,-0.01218688301760018
2019-02-25,161510,PLUS 고배당주,8827,287910,-0.01621780634502734
2019-02-25,174350,TIGER 로우볼,9697,24296,-0.004340643441931746
2019-02-25,182480,TIGER 미국MSCI리츠(합성H),10300,8020,-0.01763023137627151
2019-02-26,161510,PLUS 고배당주,8766,47352,-0.009974287334509668
2019-02-26,174350,TIGER 로우볼,9684,52699,-0.001446729610609765
2019-02-26,182480,TIGER 미국MSCI리츠(합성H),10159,2011,0.002457849145697466
2019-02-27,161510,PLUS 고배당주,8791,407768,-0.01744163549229505
2019-02-27,174350,TIGER 로우볼,9739,14608,-0.009906179450815955
2019-02-27,182480,TIGER 미국MSCI리츠(합성H),10180,5302,-0.0036411987285180913
2019-02-28,161510,PLUS 고배당주,8750,354539,-0.030164700046267257
2019-02-28,174350,TIGER 로우볼,9681,39020,-0.018136832361042465
2019-02-28,182480,TIGER 미국MSCI리츠(합성H),10151,4381,-0.005234838365570482
2019-03-04,161510,PLUS 고배당주,8695,48474,-0.0188071482517973
2019-03-04,174350,TIGER 로우볼,9666,53475,-0.007268228445443725
2019-03-04,182480,TIGER 미국MSCI리츠(합성H),10113,7331,0.0006919389392852082
2019-03-05,161510,PLUS 고배당주,8685,130559,-0.011697394364670544
2019-03-05,174350,TIGER 로우볼,9655,19608,-0.0012436523522314502
2019-03-05,182480,TIGER 미국MSCI리츠(합성H),10120,647,0.01295914464250636
2019-03-06,161510,PLUS 고배당주,8679,195819,-0.015794080492627316
2019-03-06,174350,TIGER 로우볼,9670,15833,-0.0035222247125776818
2019-03-06,182480,TIGER 미국MSCI리츠(합성H),10184,20044,0.010937609038720097
2019-03-07,161510,PLUS 고배당주,8639,19894,0.0
2019-03-07,174350,TIGER 로우볼,9643,12902,0.005790523883158372
2019-03-07,182480,TIGER 미국MSCI리츠(합성H),10143,2381,0.014485914460097504
2019-03-08,161510,PLUS 고배당주,8490,30126,0.03427054523033135
2019-03-08,174350,TIGER 로우볼,9507,707,0.04292769645266148
2019-03-08,182480,TIGER 미국MSCI리츠(합성H),10098,938,0.025807883955872413
2019-03-11,161510,PLUS 고배당주,8533,87980,0.030924351837226638
2019-03-11,174350,TIGER 로우볼,9596,1558,0.03632670365557722
2019-03-11,182480,TIGER 미국MSCI리츠(합성H),10120,974,0.018406628930799585
2019-03-12,161510,PLUS 고배당주,8584,90601,0.021778817817848406
2019-03-12,174350,TIGER 로우볼,9643,49755,0.0259994173863074
2019-03-12,182480,TIGER 미국MSCI리츠(합성H),10252,16082,-0.0007806401645460426
2019-03-13,161510,PLUS 고배당주,8543,63096,0.026110540627737322
2019-03-13,174350,TIGER 로우볼,9636,436777,0.024905207309712907
2019-03-13,182480,TIGER 미국MSCI리츠(합성H),10296,24337,-0.00907367560065886
2019-03-14,161510,PLUS 고배당주,8639,37087,0.005886103900554218
2019-03-14,174350,TIGER 로우볼,9699,121835,0.007498365984089261
2019-03-14,182480,TIGER 미국MSCI리츠(합성H),10291,1083,-0.005261118916321195
2019-03-15,161510,PLUS 고배당주,8786,65980,-0.01490682344946137
2019-03-15,174350,TIGER 로우볼,9924,40813,-0.022417894187805487
2019-03-15,182480,TIGER 미국MSCI리츠(합성H),10362,4614,0.004621614234281424
2019-03-18,161510,PLUS 고배당주,8801,159968,-0.028349444047519157
2019-03-18,174350,TIGER 로우볼,9951,85087,-0.03549337027401833
2019-03-18,182480,TIGER 미국MSCI리츠(합성H),10308,2867,0.005610926977396957
2019-03-19,161510,PLUS 고배당주,8773,57309,-0.023644490000798157
2019-03-19,174350,TIGER 로우볼,9897,45493,-0.0259994173863074
2019-03-19,182480,TIGER 미국MSCI리츠(합성H),10244,1386,0.011839051430236225
2019-03-20,161510,PLUS 고배당주,8769,53107,-0.02377217875316262
2019-03-20,174350,TIGER 로우볼,9879,100018,-0.022624704610986868
2019-03-20,182480,TIGER 미국MSCI리츠(합성H),10203,5611,0.025736714644050807
2019-03-21,161510,PLUS 고배당주,8690,60122,-0.017411931476821962
2019-03-21,174350,TIGER 로우볼,9772,4110,-0.018487487559683657
2019-03-21,182480,TIGER 미국MSCI리츠(합성H),10237,5093,0.020210522076473225
2019-03-22,161510,PLUS 고배당주,8656,31846,-0.008702265279142196
2019-03-22,174350,TIGER 로우볼,9704,1297,-0.011191826664299853
2019-03-22,182480,TIGER 미국MSCI리츠(합성H),10410,5035,0.00994081977037986
2019-03-25,161510,PLUS 고배당주,8555,1120574,0.021279859301250426
2019-03-25,174350,TIGER 로우볼,9604,28690,0.00870832789178344
2019-03-25,182480,TIGER 미국MSCI리츠(합성H),10366,45358,0.005195816557705513
2019-03-26,161510,PLUS 고배당주,8568,409839,0.02569413772359397
2019-03-26,174350,TIGER 로우볼,9643,42914,0.0012436523522314502
2019-03-26,182480,TIGER 미국MSCI리츠(합성H),10366,2397,0.014176482629741471
2019-03-27,161510,PLUS 고배당주,8563,21392,0.029457888861987414
2019-03-27,174350,TIGER 로우볼,9658,5443,0.0071189364359529606
2019-03-27,182480,TIGER 미국MSCI리츠(합성H),10469,4971,0.005239853840828701
2019-03-28,161510,PLUS 고배당주,8540,42758,0.03543043697949955
2019-03-28,174350,TIGER 로우볼,9593,352,0.0146939729883524
2019-03-28,182480,TIGER 미국MSCI리츠(합성H),10446,3652,0.011516807444786892
2019-03-29,161510,PLUS 고배당주,8581,31375,0.03323707271346521
2019-03-29,174350,TIGER 로우볼,9596,506,0.011912918634768843
2019-03-29,182480,TIGER 미국MSCI리츠(합성H),10514,30426,0.0036077130177556427
2019-04-01,161510,PLUS 고배당주,8739,51323,0.012847655543396286
2019-04-01,174350,TIGER 로우볼,9688,252491,0.0059689381705236855
2019-04-01,182480,TIGER 미국MSCI리츠(합성H),10420,6117,0.019576791703530105
2019-04-02,161510,PLUS 고배당주,8791,58771,0.000795952057485394
2019-04-02,174350,TIGER 로우볼,9655,42487,0.002999123195333908
2019-04-02,182480,TIGER 미국MSCI리츠(합성H),10514,814,0.0043655758808576195
2019-04-03,161510,PLUS 고배당주,8819,86819,0.0028307780891569934
2019-04-03,174350,TIGER 로우볼,9727,157447,0.0030794522385093615
2019-04-03,182480,TIGER 미국MSCI리츠(합성H),10524,1013,-0.005239853840828701
2019-04-04,161510,PLUS 고배당주,8848,130015,-0.0020364301641091487
2019-04-04,174350,TIGER 로우볼,9735,82330,-0.001953627684237347
2019-04-04,182480,TIGER 미국MSCI리츠(합성H),10567,1760,0.0014185070230450236
2019-04-05,161510,PLUS 고배당주,8871,111297,-0.0006765900122776003
2019-04-05,174350,TIGER 로우볼,9711,43720,0.004725712513595326
2019-04-05,182480,TIGER 미국MSCI리츠(합성H),10552,20730,0.0024609572287754844
2019-04-08,161510,PLUS 고배당주,8852,80318,0.006194062260929556
2019-04-08,174350,TIGER 로우볼,9746,44035,0.0038914539635559464
2019-04-08,182480,TIGER 미국MSCI리츠(합성H),10626,4248,-0.0009415309988440868
2019-04-09,161510,PLUS 고배당주,8798,141133,0.01040262659928537
2019-04-09,174350,TIGER 로우볼,9684,110677,0.008431926563655878
2019-04-09,182480,TIGER 미국MSCI리츠(합성H),10560,9554,-0.0007578628631019768
2019-04-10,161510,PLUS 고배당주,8844,63711,0.0023716765309718113
2019-04-10,174350,TIGER 로우볼,9757,23696,-0.003799357653464952
2019-04-10,182480,TIGER 미국MSCI리츠(합성H),10469,11188,-0.015110243700330983
2019-04-11,161510,PLUS 고배당주,8830,108329,-0.006476191469623416
2019-04-11,174350,TIGER 로우볼,9716,1951,-0.005573345007711339
2019-04-11,182480,TIGER 미국MSCI리츠(합성H),10582,5340,-0.03608068506057727
2019-04-12,161510,PLUS 고배당주,8865,547405,-0.013857559327417945
2019-04-12,174350,TIGER 로우볼,9757,378,-0.015805297766805282
2019-04-12,182480,TIGER 미국MSCI리츠(합성H),10578,7778,-0.029062612261489207
2019-04-15,161510,PLUS 고배당주,8907,204518,-0.019957573621061542
2019-04-15,174350,TIGER 로우볼,9784,10144,-0.016176747589041085
2019-04-15,182480,TIGER 미국MSCI리츠(합성H),10616,5591,-0.034889488528081714
2019-04-16,161510,PLUS 고배당주,8890,80098,-0.010743671336291172
2019-04-16,174350,TIGER 로우볼,9766,15162,-0.009155029740663068
2019-04-16,182480,TIGER 미국MSCI리츠(합성H),10552,2319,-0.037168234121988775
2019-04-17,161510,PLUS 고배당주,8865,280205,-0.00872378500380755
2019-04-17,174350,TIGER 로우볼,9720,14791,-0.008679533719723409
2019-04-17,182480,TIGER 미국MSCI리츠(합성H),10312,12481,-0.0011643704012964662
2019-04-18,161510,PLUS 고배당주,8773,342075,0.0
2019-04-18,174350,TIGER 로우볼,9662,141049,-0.0016573444854337538
2019-04-18,182480,TIGER 미국MSCI리츠(합성H),10207,9075,0.01930880344674968
2019-04-19,161510,PLUS 고배당주,8743,45131,-0.013588417281329868
2019-04-19,174350,TIGER 로우볼,9604,3643,-0.0014587894636601817
2019-04-19,182480,TIGER 미국MSCI리츠(합성H),10275,1581,0.012284334968581945
2019-04-22,161510,PLUS 고배당주,8731,1240501,0.004912891915351381
2019-04-22,174350,TIGER 로우볼,9627,5522,0.008172600187194234
2019-04-22,182480,TIGER 미국MSCI리츠(합성H),10252,7504,0.020085650134952004
2019-04-23,161510,PLUS 고배당주,8795,1770280,-0.008564140268633835
2019-04-23,174350,TIGER 로우볼,9677,22266,0.00020665426814758803
2019-04-23,182480,TIGER 미국MSCI리츠(합성H),10167,6326,0.018611986708675587
2019-04-24,161510,PLUS 고배당주,8788,2807891,-0.005019403648127252
2019-04-24,174350,TIGER 로우볼,9636,102703,0.010118826658638724
2019-04-24,182480,TIGER 미국MSCI리츠(합성H),10300,6541,0.027199531577064562
2019-04-25,161510,PLUS 고배당주,8773,400538,-0.010196571130201448
2019-04-25,174350,TIGER 로우볼,9646,6420,-0.0018678017259556867
2019-04-25,182480,TIGER 미국MSCI리츠(합성H),10406,4084,0.010800582889025634
2019-04-26,161510,PLUS 고배당주,8625,267214,0.0003477656094865722
2019-04-26,174350,TIGER 로우볼,9590,6863,0.0006254560821012944
2019-04-26,182480,TIGER 미국MSCI리츠(합성H),10402,7315,0.00899613685085221
2019-04-29,161510,PLUS 고배당주,8774,174489,-0.018868484304382704
2019-04-29,174350,TIGER 로우볼,9706,78178,-0.009627901899344593
2019-04-29,182480,TIGER 미국MSCI리츠(합성H),10460,8930,-0.008641436395341984
2019-04-30,161510,PLUS 고배당주,8720,255158,-0.035246967572508225
2019-04-30,174350,TIGER 로우볼,9679,187863,-0.03052631217817492
2019-04-30,182480,TIGER 미국MSCI리츠(합성H),10358,9654,-0.0017392989214162213
2019-05-02,161510,PLUS 고배당주,8744,381455,-0.03207339760161787
2019-05-02,174350,TIGER 로우볼,9734,242823,-0.02897545074752017
2019-05-02,182480,TIGER 미국MSCI리츠(합성H),10584,387341,-0.01830714744435724
2019-05-03,161510,PLUS 고배당주,8684,65711,-0.040299138756569874
2019-05-03,174350,TIGER 로우볼,9628,22142,-0.03176210017609904
2019-05-03,182480,TIGER 미국MSCI리츠(합성H),10519,3843,-0.002665399007788949
2019-05-07,161510,PLUS 고배당주,8628,352036,-0.04141133520037066
2019-05-07,174350,TIGER 로우볼,9596,15116,-0.03337704536419217
2019-05-07,182480,TIGER 미국MSCI리츠(합성H),10496,6256,-0.0007624857403349949
2019-05-08,161510,PLUS 고배당주,8610,107790,-0.030662779576875465
2019-05-08,174350,TIGER 로우볼,9613,17912,-0.031168335689073956
2019-05-08,182480,TIGER 미국MSCI리츠(합성H),10370,42554,0.010074443566766789
2019-05-09,161510,PLUS 고배당주,8418,112843,-0.014478266666230866
2019-05-09,174350,TIGER 로우볼,9388,54972,-0.013512269930217258
2019-05-09,182480,TIGER 미국MSCI리츠(합성H),10340,1221,0.02256741402904794
2019-05-10,161510,PLUS 고배당주,8468,87980,-0.021847702394092394
2019-05-10,174350,TIGER 로우볼,9456,28251,-0.024949096410161076
2019-05-10,182480,TIGER 미국MSCI리츠(합성H),10392,3596,0.024054018977144764
2019-05-13,161510,PLUS 고배당주,8341,111454,-0.0048071237865769945
2019-05-13,174350,TIGER 로우볼,9327,21401,-0.0035443890819397694
2019-05-13,182480,TIGER 미국MSCI리츠(합성H),10491,4059,0.014948244283898404
2019-05-14,161510,PLUS 고배당주,8278,1262097,0.006622142073529957
2019-05-14,174350,TIGER 로우볼,9281,143228,-0.0016175126188002764
2019-05-14,182480,TIGER 미국MSCI리츠(합성H),10488,1386,0.0012387442624586242
2019-05-15,161510,PLUS 고배당주,8350,1039278,-0.0026382075500954727
2019-05-15,174350,TIGER 로우볼,9318,66799,-0.00862260138619142
2019-05-15,182480,TIGER 미국MSCI리츠(합성H),10475,2598,0.012616967635304732
2019-05-16,161510,PLUS 고배당주,8297,150313,0.0015656051852079855
2019-05-16,174350,TIGER 로우볼,9262,29318,0.00043177893589607663
2019-05-16,182480,TIGER 미국MSCI리츠(합성H),10576,3527,0.003303915782122857
2019-05-17,161510,PLUS 고배당주,8285,63939,0.004455959682221788
2019-05-17,174350,TIGER 로우볼,9223,1744,0.002923187270752692
2019-05-17,182480,TIGER 미국MSCI리츠(합성H),10645,3922,0.0
2019-05-20,161510,PLUS 고배당주,8301,56226,0.0002409058069954284
2019-05-20,174350,TIGER 로우볼,9294,10822,-0.0018308119916508048
2019-05-20,182480,TIGER 미국MSCI리츠(합성H),10649,8391,0.0011262319350908712
2019-05-21,161510,PLUS 고배당주,8333,33715,-0.005294200790681103
2019-05-21,174350,TIGER 로우볼,9266,22138,-0.004326201858827261
2019-05-21,182480,TIGER 미국MSCI리츠(합성H),10501,6874,0.014371051905204268
2019-05-22,161510,PLUS 고배당주,8328,33826,-0.017686711805461997
2019-05-22,174350,TIGER 로우볼,9238,2693,-0.010993307991929768
2019-05-22,182480,TIGER 미국MSCI리츠(합성H),10608,3947,-0.004629856619128958
2019-05-23,161510,PLUS 고배당주,8310,35836,-0.004704188157587552
2019-05-23,174350,TIGER 로우볼,9266,1620,-0.010523557926692462
2019-05-23,182480,TIGER 미국MSCI리츠(합성H),10611,1261,-0.022974176650018663
2019-05-24,161510,PLUS 고배당주,8322,233715,-0.0034908250916814154
2019-05-24,174350,TIGER 로우볼,9250,1402,-0.01349606901912459
2019-05-24,182480,TIGER 미국MSCI리츠(합성H),10645,2895,-0.024535274099768856
2019-05-27,161510,PLUS 고배당주,8303,107392,0.0026461405866147203
2019-05-27,174350,TIGER 로우볼,9277,3514,-0.005079170156374602
2019-05-27,182480,TIGER 미국MSCI리츠(합성H),10661,2631,-0.025555943600039654
2019-05-28,161510,PLUS 고배당주,8289,82567,0.008768298324984158
2019-05-28,174350,TIGER 로우볼,9226,16415,0.0038944229229311844
2019-05-28,182480,TIGER 미국MSCI리츠(합성H),10653,2132,-0.016372863736165755
2019-05-29,161510,PLUS 고배당주,8182,108478,0.016124493137684937
2019-05-29,174350,TIGER 로우볼,9137,3681,0.010126944498276558
2019-05-29,182480,TIGER 미국MSCI리츠(합성H),10559,967,-0.010472296772404022
2019-05-30,161510,PLUS 고배당주,8271,34943,0.0061471898509797285
2019-05-30,174350,TIGER 로우볼,9169,51,0.0007631507593064413
2019-05-30,182480,TIGER 미국MSCI리츠(합성H),10370,59626,0.026548968791811234
2019-05-31,161510,PLUS 고배당주,8293,140877,0.01496048487931212
2019-05-31,174350,TIGER 로우볼,9126,13929,0.01985419162914326
2019-05-31,182480,TIGER 미국MSCI리츠(합성H),10387,3561,0.026037198722663746
2019-06-03,161510,PLUS 고배당주,8325,60718,0.01312668013142293
2019-06-03,174350,TIGER 로우볼,9230,147692,0.013451911211292966
2019-06-03,182480,TIGER 미국MSCI리츠(합성H),10392,6382,0.023678185091297266
2019-06-04,161510,PLUS 고배당주,8362,48225,0.010823775012417158
2019-06-04,174350,TIGER 로우볼,9262,11066,0.007529346100623613
2019-06-04,182480,TIGER 미국MSCI리츠(합성H),10480,8692,0.018529552649383163
2019-06-05,161510,PLUS 고배당주,8315,42344,0.015276583042471259
2019-06-05,174350,TIGER 로우볼,9230,18822,0.013131175655006544
2019-06-05,182480,TIGER 미국MSCI리츠(합성H),10449,9647,0.025045017406794656
2019-06-07,161510,PLUS 고배당주,8322,35368,0.012419552996076888
2019-06-07,174350,TIGER 로우볼,9176,26630,0.015893085487485692
2019-06-07,182480,TIGER 미국MSCI리츠(합성H),10649,1657,0.010834139783080232
2019-06-10,161510,PLUS 고배당주,8418,219953,-0.0005941417797021842
2019-06-10,174350,TIGER 로우볼,9309,8159,-0.0005372589179906129
2019-06-10,182480,TIGER 미국MSCI리츠(합성H),10661,12502,0.010729216139726105
2019-06-11,161510,PLUS 고배당주,8435,21690,-0.00689986082625893
2019-06-11,174350,TIGER 로우볼,9355,1053,-0.0024616055668698067
2019-06-11,182480,TIGER 미국MSCI리츠(합성H),10641,6213,0.02092418366973625
2019-06-12,161510,PLUS 고배당주,8453,34584,-0.0031992443899646617
2019-06-12,174350,TIGER 로우볼,9332,808,0.0038502721362316805
2019-06-12,182480,TIGER 미국MSCI리츠(합성H),10676,1178,0.01662757178797669
2019-06-13,161510,PLUS 고배당주,8443,27363,-0.0009479796894318326
2019-06-13,174350,TIGER 로우볼,9352,134,0.001282325458896949
2019-06-13,182480,TIGER 미국MSCI리츠(합성H),10714,10759,0.018678305387323846
2019-06-14,161510,PLUS 고배당주,8426,30885,-0.0009498932084461842
2019-06-14,174350,TIGER 로우볼,9323,364,0.004388084314108198
2019-06-14,182480,TIGER 미국MSCI리츠(합성H),10765,1645,0.013196334167014712
2019-06-17,161510,PLUS 고배당주,8413,46547,0.006870436880737074
2019-06-17,174350,TIGER 로우볼,9304,2044,0.007175398925323151
2019-06-17,182480,TIGER 미국MSCI리츠(합성H),10776,2947,0.00416725148144792
2019-06-18,161510,PLUS 고배당주,8377,251470,0.007847840515690763
2019-06-18,174350,TIGER 로우볼,9332,171,0.0012850719266879196
2019-06-18,182480,TIGER 미국MSCI리츠(합성H),10866,1331,-0.011291188908394645
2019-06-19,161510,PLUS 고배당주,8426,35589,0.004972189715793718
2019-06-19,174350,TIGER 로우볼,9368,10508,-0.0038502721362316805
2019-06-19,182480,TIGER 미국MSCI리츠(합성H),10855,3536,-0.023771802212234405
2019-06-20,161510,PLUS 고배당주,8435,36789,0.008734710869489959
2019-06-20,174350,TIGER 로우볼,9364,18473,0.00042707666675134703
2019-06-20,182480,TIGER 미국MSCI리츠(합성H),10916,4930,-0.05169838307857688
2019-06-21,161510,PLUS 고배당주,8418,37076,0.0020174456495514193
2019-06-21,174350,TIGER 로우볼,9364,77278,-0.005461276089143041
2019-06-21,182480,TIGER 미국MSCI리츠(합성H),10908,3530,-0.03955080062945804
2019-06-24,161510,PLUS 고배당주,8471,85234,-0.002127157502624044
2019-06-24,174350,TIGER 로우볼,9371,40415,-0.010081595470550653
2019-06-24,182480,TIGER 미국MSCI리츠(합성H),10821,2140,-0.02063468947149083
2019-06-25,161510,PLUS 고배당주,8443,38367,0.003310869762051638
2019-06-25,174350,TIGER 로우볼,9344,25614,-0.010110874561537031
2019-06-25,182480,TIGER 미국MSCI리츠(합성H),10744,11728,-0.019359687433842865
2019-06-26,161510,PLUS 고배당주,8468,151073,-0.014631796158820265
2019-06-26,174350,TIGER 로우볼,9332,18715,-0.02024207231635522
2019-06-26,182480,TIGER 미국MSCI리츠(합성H),10600,5872,0.010230508300717034
2019-06-27,161510,PLUS 고배당주,8509,37633,-0.006603018920630532
2019-06-27,174350,TIGER 로우볼,9368,21345,-0.018966085748960637
2019-06-27,182480,TIGER 미국MSCI리츠(합성H),10366,96022,0.04692335104882517
2019-06-28,161510,PLUS 고배당주,8435,55167,0.0011848342618332453
2019-06-28,174350,TIGER 로우볼,9313,22133,-0.011338602119939978
