date,A091160,A099140,A133690,A139260,A168580,A192090,A195980,A200250,A245360,A245710,A250730,A256440,A280320,A283580,A287180,A291130,A304940,A305540,A305720,A314250,A363580,A364980,A367380,A371160,A371460,A372330,A379810,A381170,A381180,A390390,A396500,A414780,A448300,A453810,A453870,A456600,A462010,A463680,A465580,A474220,A483280,A487230,A497570
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-03,-0.03994363781167676,0.004560456045604511,-0.008614782183064107,-0.027642559109874787,-0.004518532087683935,-0.009137055837563413,-0.007823909868558299,-0.013578274760383424,0.000512767921238888,-0.0250818755491653,0.0,0.003726972633372405,0.0004764627406137478,0.0,-0.0010339123242348869,0.017146282973621085,-0.00791491466732619,-0.03515371643533527,-0.02401393554809006,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04,-0.020228447450705178,0.011707783286541984,0.002929462493005408,0.0,0.026682205729007036,0.020321038251366108,0.006834191988224214,-0.002024291497975672,0.01814268142681419,-0.009832036050798854,0.014581373471307613,0.02217271377042218,-0.006095818649395235,0.01941747572815533,-0.01749120264955495,0.01167039962277494,0.005484916479680857,0.0,0.004844467108618078,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-07,0.018236290217532813,0.011808466670602868,0.03239251723006231,0.03224268430776567,0.014637352132871317,0.01389121338912136,0.022974101921470425,0.0032454361054767844,0.008859357696566983,0.020686801820438472,0.011590171534538785,0.02999481058640363,0.043411595591758445,0.011204481792717047,0.028863373011692728,0.016080167793055322,0.03198611455492184,0.04907233127184729,0.0465617863486425,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-08,0.0014711526160930966,0.005601913987278939,0.014368820930158677,-0.009988452655889102,-0.010363304480951574,-0.0016507098052161995,-0.0020416496529195305,-0.0028305701577031606,0.004889731563716193,-0.0068909606809890445,0.006232813932172343,-0.01612253123740426,0.0027553269654665424,0.0,0.02191051499948804,0.005045871559633097,0.010211436809226315,-0.00884275278738944,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-09,0.05467203167912116,0.024778042128474453,0.011094048700993397,0.03889893275791678,0.022371630868090575,0.0219907407407407,0.012172667757774036,0.0008110300081103361,0.025223435948361406,0.009387755102040707,0.02377482237201667,0.005120852109790963,0.04286499358856943,0.02160664819944591,0.0005009518084360121,0.024189867640346918,0.013556903317873736,0.02986811481768803,0.025821311674142366,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-10,0.016108520559559025,-0.0023782559456398955,-0.00960852989492611,0.008644886044683942,-0.0008147587732060257,0.0014560750687591106,0.009095502779181475,-0.006077795786061602,-0.00397132894227048,0.002749696724625883,-0.00044487943767235194,0.007132667617689048,-0.004303530651677545,0.0,0.0035049068696175745,0.0076871657754009615,-0.005866478939340558,0.0006277463904582614,0.0033089104230679123,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11,0.0014303593777935664,0.0005108411851515449,0.0045379150627484766,0.015026714158504095,0.0073970528277709224,0.00904684975767367,0.0040060090135203286,-0.006114961271911912,0.0032091802003306746,0.008468424872973612,0.008189424959943015,0.004046944556859611,0.009173502690306146,0.006778741865509863,0.008482187406446462,-0.001105583195135429,0.007081317124985276,0.0006273525721456341,-0.0005889281507656108,0.013455596531446234,,,,,,,,,,,,,,,,,,,,,,,
2019-01-14,-0.01975837648039036,-0.008793328416633606,-0.005888217334413359,-0.015900866323061758,-0.008209990749306173,-0.012007684918347694,-0.010473815461346625,-0.004922067268252617,-0.009499806126405552,-0.005598208573256547,-0.014921419742186082,-0.00201531640467556,-0.009964163971680762,-0.004713169943441953,-0.002473777953690859,-0.009297177642501375,-0.00996132661432092,-0.006269592476489061,-0.006717737183264627,-0.00835955940204558,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15,0.015481755813247622,0.01928800366300365,0.008649597292299971,0.023289503008691703,0.012533519878745514,0.015718684167882024,0.011088709677419262,0.0065952184666115965,0.016343707183401834,0.009248833842689486,0.011293358429685485,0.00898626817447501,0.006091639445572561,0.009335678527939484,0.0038686638230334136,0.026477488548765526,0.010061553030302983,0.01854889589905362,0.015424774560987231,0.00892591490627792,,,,,,,,,,,,,,,,,,,,,,,
2019-01-16,0.012615090278608188,-0.0013476332191588725,0.010750349541712056,0.009691821844713067,-0.00028786919223899865,0.0027121888959795726,0.0,0.002457002457002533,0.0020221473278767554,0.00358594310303606,0.003013382965523448,0.002001400980686574,0.018603018603018606,0.002546916890080464,0.005928853754940677,-0.0005441880713974445,0.011016055314660766,0.0068136769078295245,0.010165926618368681,0.019561584586651026,,,,,,,,,,,,,,,,,,,,,,,
