date,A091160,A099140,A133690,A139260,A168580,A192090,A195980,A200250,A245360,A245710,A250730,A256440,A280320,A283580,A287180,A291130,A304940,A305540,A305720,A314250,A363580,A364980,A367380,A371160,A371460,A372330,A379810,A381170,A381180,A390390,A396500,A414780,A448300,A453810,A453870,A456600,A462010,A463680,A465580,A474220,A483280,A487230,A497570
2019-01-02,16323.0,16665.0,30645.0,17256.0,16377.0,5910.0,9586.0,12520.0,9751.0,12519.0,10630.0,9391.0,10494.0,7004.0,9672.0,8340.0,8086.0,7709.0,8037.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-03,15671.0,16741.0,30381.0,16779.0,16303.0,5856.0,9511.0,12350.0,9756.0,12205.0,10630.0,9426.0,10499.0,7004.0,9662.0,8483.0,8022.0,7438.0,7844.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04,15354.0,16937.0,30470.0,16779.0,16738.0,5975.0,9576.0,12325.0,9933.0,12085.0,10785.0,9635.0,10435.0,7140.0,9493.0,8582.0,8066.0,7438.0,7882.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-07,15634.0,17137.0,31457.0,17320.0,16983.0,6058.0,9796.0,12365.0,10021.0,12335.0,10910.0,9924.0,10888.0,7220.0,9767.0,8720.0,8324.0,7803.0,8249.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-08,15657.0,17233.0,31909.0,17147.0,16807.0,6048.0,9776.0,12330.0,10070.0,12250.0,10978.0,9764.0,10918.0,7220.0,9981.0,8764.0,8409.0,7734.0,8249.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-09,16513.0,17660.0,32263.0,17814.0,17183.0,6181.0,9895.0,12340.0,10324.0,12365.0,11239.0,9814.0,11386.0,7376.0,9986.0,8976.0,8523.0,7965.0,8462.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-10,16779.0,17618.0,31953.0,17968.0,17169.0,6190.0,9985.0,12265.0,10283.0,12399.0,11234.0,9884.0,11337.0,7376.0,10021.0,9045.0,8473.0,7970.0,8490.0,10033.0,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11,16803.0,17627.0,32098.0,18238.0,17296.0,6246.0,10025.0,12190.0,10316.0,12504.0,11326.0,9924.0,11441.0,7426.0,10106.0,9035.0,8533.0,7975.0,8485.0,10168.0,,,,,,,,,,,,,,,,,,,,,,,
2019-01-14,16471.0,17472.0,31909.0,17948.0,17154.0,6171.0,9920.0,12130.0,10218.0,12434.0,11157.0,9904.0,11327.0,7391.0,10081.0,8951.0,8448.0,7925.0,8428.0,10083.0,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15,16726.0,17809.0,32185.0,18366.0,17369.0,6268.0,10030.0,12210.0,10385.0,12549.0,11283.0,9993.0,11396.0,7460.0,10120.0,9188.0,8533.0,8072.0,8558.0,10173.0,,,,,,,,,,,,,,,,,,,,,,,
2019-01-16,16937.0,17785.0,32531.0,18544.0,17364.0,6285.0,10030.0,12240.0,10406.0,12594.0,11317.0,10013.0,11608.0,7479.0,10180.0,9183.0,8627.0,8127.0,8645.0,10372.0,,,,,,,,,,,,,,,,,,,,,,,
2019-01-17,17070.0,17921.0,32492.0,18359.0,17408.0,6285.0,10120.0,12255.0,10457.0,12594.0,11466.0,10103.0,11579.0,7498.0,10096.0,9238.0,8602.0,7935.0,8510.0,10333.0,,,,,,,,,,,,,,,,,,,,,,,
2019-01-18,17154.0,17962.0,33009.0,18467.0,17560.0,6346.0,10155.0,12260.0,10508.0,12479.0,11466.0,10098.0,11722.0,7564.0,10285.0,9282.0,8721.0,7955.0,8549.0,10462.0,,,,,,,,,,,,,,,,,,,,,,,
2019-01-21,17688.0,18149.0,33299.0,18722.0,17834.0,6441.0,10160.0,12350.0,10663.0,12654.0,11539.0,10158.0,11835.0,7626.0,10479.0,9307.0,8756.0,7915.0,8539.0,10323.0,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22,17540.0,18081.0,33042.0,18481.0,17667.0,6365.0,10125.0,12315.0,10556.0,12679.0,11471.0,10073.0,11810.0,7540.0,10399.0,9223.0,8701.0,7865.0,8500.0,10248.0,,,,,,,,,,,,,,,,,,,,,,,
2019-01-23,17607.0,18118.0,32701.0,18559.0,17648.0,6318.0,10115.0,12295.0,10580.0,12614.0,11534.0,10153.0,11613.0,7521.0,10310.0,9139.0,8632.0,7870.0,8519.0,10048.0,,,,,,,,,,,,,,,,,,,,,,,
2019-01-24,18044.0,18196.0,32891.0,18749.0,17731.0,6391.0,10175.0,12245.0,10637.0,12614.0,11520.0,10118.0,11564.0,7606.0,10240.0,9183.0,8617.0,7865.0,8477.0,9963.0,,,,,,,,,,,,,,,,,,,,,,,
2019-01-25,18600.0,18326.0,33144.0,19634.0,17839.0,6427.0,10315.0,12295.0,10757.0,12694.0,11732.0,10153.0,11697.0,7668.0,10619.0,9213.0,8711.0,8175.0,8756.0,10158.0,,,,,,,,,,,,,,,,,,,,,,,
2019-01-28,18552.0,18376.0,32974.0,19405.0,17839.0,6419.0,10305.0,11940.0,10735.0,12649.0,11713.0,10148.0,11815.0,7644.0,10688.0,9154.0,8741.0,8137.0,8721.0,10273.0,,,,,,,,,,,,,,,,,,,,,,,
2019-01-29,18890.0,18313.0,32462.0,19624.0,17800.0,6423.0,10255.0,11915.0,10719.0,12589.0,11684.0,10053.0,11737.0,7690.0,10559.0,9144.0,8662.0,8185.0,8736.0,10088.0,,,,,,,,,,,,,,,,,,,,,,,
2019-01-30,19404.0,18380.0,32551.0,19800.0,17922.0,6446.0,10340.0,11890.0,10719.0,12644.0,11698.0,10028.0,11697.0,7659.0,10529.0,9144.0,8637.0,8156.0,8817.0,9953.0,,,,,,,,,,,,,,,,,,,,,,,
2019-01-31,19134.0,18474.0,33130.0,19517.0,17917.0,6446.0,10465.0,12010.0,10830.0,12494.0,11921.0,10153.0,11889.0,7686.0,10703.0,9006.0,8860.0,8127.0,8711.0,10337.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,19170.0,18709.0,33575.0,19629.0,18039.0,6502.0,10515.0,12210.0,10938.0,12524.0,11921.0,10307.0,12008.0,7772.0,10803.0,9129.0,8905.0,8137.0,8716.0,10517.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07,19788.0,18709.0,34230.0,19907.0,18181.0,6579.0,10435.0,12385.0,10885.0,12579.0,11911.0,10267.0,12304.0,7838.0,11291.0,9164.0,9009.0,8401.0,8957.0,10757.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-08,19284.0,18535.0,33575.0,19410.0,18078.0,6520.0,10375.0,12265.0,10860.0,12569.0,11790.0,10133.0,12067.0,7780.0,11117.0,9124.0,8890.0,8331.0,8842.0,10412.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-11,19222.0,18657.0,33902.0,19648.0,18289.0,6626.0,10390.0,12275.0,10912.0,12758.0,11848.0,10153.0,12185.0,7875.0,11132.0,9104.0,8935.0,8321.0,8847.0,10427.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-12,19533.0,18714.0,34141.0,19945.0,18631.0,6697.0,10400.0,12265.0,10945.0,12988.0,11979.0,10013.0,12210.0,7961.0,11251.0,9070.0,8989.0,8381.0,8827.0,10497.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-13,20155.0,18942.0,34482.0,20036.0,18954.0,6817.0,10470.0,12305.0,11075.0,13082.0,12134.0,9968.0,12417.0,8144.0,11415.0,9040.0,9108.0,8499.0,8928.0,10632.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-14,20555.0,18950.0,34546.0,20328.0,19193.0,6826.0,10340.0,12175.0,11099.0,13242.0,12138.0,9849.0,12358.0,8220.0,11470.0,8818.0,9108.0,8539.0,8972.0,10622.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-15,19908.0,18690.0,34337.0,19865.0,18826.0,6757.0,10310.0,12050.0,10921.0,13247.0,11877.0,9809.0,12353.0,8087.0,11435.0,8951.0,9078.0,8446.0,8886.0,10577.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-18,20145.0,18932.0,34576.0,20132.0,19252.0,6911.0,10345.0,11950.0,11099.0,13192.0,12100.0,9958.0,12397.0,8313.0,11450.0,9021.0,9123.0,8623.0,9064.0,10582.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-19,20107.0,19005.0,34712.0,20064.0,19218.0,6921.0,10295.0,12000.0,11104.0,13412.0,12085.0,10018.0,12427.0,8257.0,11515.0,8976.0,9128.0,8672.0,9185.0,10577.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-20,20496.0,19005.0,34727.0,20342.0,19399.0,6986.0,10465.0,11960.0,11154.0,13337.0,12182.0,10008.0,12466.0,8337.0,11455.0,8966.0,9123.0,8676.0,9213.0,10642.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-21,20467.0,19181.0,34680.0,20239.0,19423.0,7060.0,10515.0,12150.0,11217.0,13466.0,12230.0,10008.0,12442.0,8385.0,11525.0,9045.0,9178.0,8608.0,9137.0,10652.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-22,20449.0,19181.0,34477.0,20278.0,19780.0,7082.0,10510.0,12135.0,11224.0,13646.0,12172.0,10008.0,12353.0,8413.0,11460.0,9045.0,9083.0,8426.0,8967.0,10507.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-25,20925.0,19557.0,34865.0,20249.0,21027.0,7548.0,10565.0,12160.0,11427.0,13746.0,12530.0,10033.0,12545.0,8969.0,11540.0,9169.0,9198.0,8574.0,9026.0,10672.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-26,20679.0,19528.0,34482.0,20105.0,20895.0,7548.0,10615.0,12140.0,11408.0,13526.0,12501.0,10028.0,12511.0,8977.0,11550.0,9134.0,9143.0,8431.0,8947.0,10662.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-27,20536.0,19532.0,34757.0,20105.0,20773.0,7461.0,10645.0,12150.0,11376.0,13556.0,12525.0,10063.0,12540.0,8870.0,11500.0,9104.0,9198.0,8469.0,8977.0,10652.0,,,,,,,,,,,,,,,,,,,,,,,
2019-02-28,19884.0,19299.0,34690.0,19643.0,20734.0,7408.0,10565.0,12120.0,11276.0,13402.0,12332.0,9914.0,12531.0,8836.0,11465.0,8966.0,9173.0,8336.0,8856.0,10612.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-04,20006.0,19749.0,35352.0,19545.0,21511.0,7636.0,10495.0,11895.0,11551.0,13586.0,12675.0,9899.0,12614.0,9167.0,11610.0,8956.0,9302.0,8346.0,8861.0,10737.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-05,19703.0,19591.0,35207.0,19391.0,21511.0,7636.0,10535.0,12320.0,11512.0,13561.0,12482.0,9809.0,12427.0,9177.0,11560.0,8858.0,9232.0,8180.0,8612.0,10687.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-06,19561.0,19686.0,35202.0,19382.0,21506.0,7735.0,10545.0,12565.0,11512.0,13466.0,12496.0,9844.0,12466.0,9251.0,11520.0,8838.0,9222.0,8210.0,8674.0,10717.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-07,19385.0,19536.0,35023.0,19303.0,21584.0,7725.0,10450.0,12650.0,11404.0,13626.0,12409.0,9854.0,12383.0,9280.0,11386.0,8759.0,9163.0,8117.0,8549.0,10687.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-08,19180.0,19244.0,34610.0,18990.0,20988.0,7489.0,10325.0,12665.0,11232.0,13441.0,12119.0,9735.0,12225.0,8931.0,11321.0,8646.0,9054.0,8102.0,8549.0,10442.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-11,19566.0,19185.0,34737.0,19022.0,21056.0,7537.0,10345.0,12870.0,11250.0,13476.0,12129.0,9710.0,12225.0,9036.0,11401.0,8715.0,9083.0,8024.0,8462.0,10492.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-12,20021.0,19504.0,35396.0,19196.0,20993.0,7627.0,10515.0,12955.0,11391.0,13536.0,12298.0,9665.0,12531.0,9059.0,11575.0,8690.0,9188.0,8137.0,8544.0,10836.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-13,20188.0,19513.0,35503.0,19094.0,21120.0,7636.0,10450.0,13065.0,11391.0,13761.0,12279.0,9625.0,12471.0,9087.0,11660.0,8764.0,9292.0,8067.0,8519.0,10812.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-14,20449.0,19577.0,35812.0,19097.0,20895.0,7537.0,10460.0,13125.0,11366.0,13776.0,12337.0,9695.0,12575.0,8987.0,11674.0,8818.0,9366.0,8127.0,8563.0,10931.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-15,20284.0,19757.0,36107.0,19250.0,21223.0,7668.0,10510.0,13350.0,11572.0,13686.0,12496.0,9859.0,12619.0,9138.0,11759.0,8828.0,9406.0,8147.0,8592.0,10931.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18,20354.0,19890.0,36199.0,19140.0,21692.0,7818.0,10625.0,13410.0,11594.0,13706.0,12602.0,9914.0,12619.0,9336.0,11864.0,8868.0,9456.0,8107.0,8500.0,10921.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-19,20235.0,19771.0,36107.0,19061.0,21677.0,7755.0,10625.0,13470.0,11594.0,13716.0,12578.0,9944.0,12644.0,9228.0,11854.0,9035.0,9465.0,8137.0,8549.0,10911.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-20,20540.0,19826.0,36228.0,19265.0,21614.0,7783.0,10670.0,13460.0,11597.0,13521.0,12540.0,9958.0,12634.0,9285.0,11899.0,9011.0,9505.0,8053.0,8477.0,10876.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-21,20862.0,19762.0,36379.0,19850.0,21819.0,7797.0,10735.0,13495.0,11602.0,13566.0,12588.0,10008.0,12728.0,9345.0,11874.0,9252.0,9575.0,8306.0,8751.0,11121.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-22,21067.0,19552.0,36884.0,19897.0,21726.0,7805.0,10685.0,13460.0,11413.0,13372.0,12385.0,9998.0,12900.0,9332.0,12143.0,9272.0,9699.0,8225.0,8689.0,11241.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25,20294.0,19145.0,36024.0,19313.0,21364.0,7672.0,10460.0,13180.0,11250.0,13172.0,12158.0,9889.0,12471.0,9209.0,11829.0,8917.0,9416.0,7925.0,8413.0,10896.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-26,20439.0,19082.0,36184.0,19367.0,20900.0,7571.0,10435.0,13290.0,11204.0,13157.0,12143.0,10003.0,12545.0,9036.0,11854.0,9025.0,9495.0,7900.0,8403.0,10971.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-27,20459.0,19345.0,36512.0,19527.0,21198.0,7668.0,10525.0,13490.0,11327.0,13372.0,12250.0,9958.0,12619.0,9138.0,11953.0,9025.0,9540.0,7875.0,8375.0,11031.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-28,20031.0,19322.0,36194.0,19372.0,21149.0,7622.0,10440.0,13430.0,11323.0,13302.0,12158.0,9953.0,12427.0,9138.0,11784.0,8937.0,9411.0,7665.0,8206.0,10901.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-29,20344.0,19536.0,36593.0,19624.0,21873.0,7897.0,10515.0,13580.0,11383.0,13332.0,12259.0,9914.0,12516.0,9345.0,11839.0,8947.0,9510.0,7694.0,8206.0,10996.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,20862.0,19767.0,36898.0,19873.0,22435.0,8056.0,10685.0,13610.0,11517.0,13297.0,12424.0,9939.0,12683.0,9643.0,12013.0,9075.0,9634.0,7753.0,8351.0,11136.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-02,20797.0,19808.0,36865.0,19925.0,22479.0,8092.0,10655.0,13690.0,11551.0,13292.0,12443.0,9983.0,12792.0,9648.0,12178.0,9233.0,9659.0,7768.0,8332.0,11226.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-03,21324.0,19944.0,37264.0,20311.0,22704.0,8148.0,10725.0,13895.0,11624.0,13262.0,12530.0,9998.0,12881.0,9680.0,12357.0,9154.0,9758.0,7865.0,8462.0,11395.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-04,21499.0,20021.0,37284.0,20311.0,22983.0,8248.0,10750.0,13635.0,11683.0,13092.0,12602.0,10063.0,12920.0,9827.0,12476.0,9065.0,9753.0,7870.0,8438.0,11400.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-05,21723.0,19894.0,37324.0,20249.0,22978.0,8322.0,10790.0,13620.0,11666.0,13117.0,12554.0,10148.0,12900.0,9902.0,12452.0,9223.0,9768.0,7843.0,8467.0,11430.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-08,21315.0,20266.0,37585.0,20137.0,23061.0,8298.0,10795.0,13655.0,11813.0,13172.0,12588.0,10068.0,12969.0,9897.0,12571.0,9484.0,9798.0,7895.0,8534.0,11465.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-09,21471.0,20293.0,37697.0,20365.0,23071.0,8293.0,10915.0,13515.0,11900.0,13287.0,12675.0,10172.0,12930.0,9922.0,12631.0,9657.0,9828.0,7999.0,8597.0,11475.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-10,21533.0,20302.0,37493.0,20404.0,23242.0,8371.0,10895.0,13630.0,11813.0,13247.0,12685.0,10197.0,12950.0,9976.0,12556.0,9612.0,9818.0,7940.0,8573.0,11530.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-11,21667.0,19990.0,37653.0,20511.0,23008.0,8243.0,10865.0,13590.0,11717.0,13237.0,12530.0,10068.0,13024.0,9827.0,12626.0,9632.0,9833.0,7995.0,8597.0,11525.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-12,21667.0,19916.0,37615.0,20424.0,22572.0,8138.0,10840.0,13615.0,11657.0,13227.0,12433.0,10018.0,13053.0,9713.0,12626.0,9533.0,9823.0,8019.0,8627.0,11450.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-15,21742.0,19971.0,37727.0,20553.0,22626.0,8180.0,10940.0,13535.0,11657.0,13232.0,12627.0,10058.0,13029.0,9803.0,12656.0,9573.0,9857.0,8024.0,8622.0,11420.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-16,21605.0,20158.0,37732.0,20579.0,22988.0,8293.0,10900.0,13710.0,11825.0,13078.0,12622.0,10058.0,12979.0,9836.0,12686.0,9519.0,9887.0,7980.0,8627.0,11365.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-17,21993.0,20302.0,37932.0,20680.0,23257.0,8336.0,10925.0,13740.0,11847.0,13102.0,12709.0,10138.0,13034.0,9931.0,12820.0,9642.0,9912.0,8014.0,8631.0,11445.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-18,21624.0,20135.0,37850.0,20323.0,23203.0,8331.0,10940.0,13715.0,11778.0,12968.0,12617.0,10272.0,12886.0,9963.0,12820.0,9741.0,9862.0,7870.0,8534.0,11415.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-19,21875.0,20039.0,38106.0,20355.0,23291.0,8362.0,10915.0,13755.0,11752.0,13023.0,12617.0,10272.0,12905.0,9986.0,12920.0,9755.0,9981.0,7920.0,8539.0,11510.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22,21691.0,19954.0,38256.0,20342.0,23037.0,8281.0,10895.0,13570.0,11782.0,13023.0,12757.0,10168.0,12895.0,9963.0,12900.0,9746.0,9917.0,7895.0,8534.0,11500.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-23,21810.0,20245.0,38350.0,20318.0,22968.0,8267.0,10890.0,13515.0,11813.0,12963.0,12612.0,10207.0,13058.0,9912.0,12950.0,9686.0,9962.0,7860.0,8544.0,11595.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-24,21662.0,20184.0,38892.0,19893.0,23037.0,8257.0,10880.0,13555.0,11790.0,12998.0,12511.0,10247.0,13320.0,9855.0,13114.0,9706.0,10086.0,7773.0,8423.0,11888.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-25,21961.0,20158.0,39391.0,20137.0,22900.0,8221.0,10810.0,13860.0,11834.0,13102.0,12467.0,10212.0,13285.0,9865.0,13348.0,9726.0,10155.0,7738.0,8389.0,11715.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-26,21338.0,20070.0,39474.0,19873.0,22533.0,8111.0,10765.0,13735.0,11765.0,13152.0,12366.0,10187.0,13295.0,9722.0,13233.0,9686.0,10061.0,7616.0,8288.0,11725.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-29,21852.0,20135.0,39406.0,20168.0,22641.0,8198.0,10855.0,13860.0,11858.0,13347.0,12482.0,10217.0,13428.0,9756.0,13209.0,9726.0,10135.0,7685.0,8380.0,11585.0,,,,,,,,,,,,,,,,,,,,,,,
2019-04-30,21912.0,20158.0,39666.0,20178.0,22807.0,8183.0,10815.0,13860.0,11858.0,13317.0,12477.0,10272.0,13364.0,9732.0,13268.0,9716.0,10066.0,7690.0,8347.0,11705.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-02,22119.0,20120.0,39426.0,20343.0,22885.0,8188.0,10835.0,13975.0,11829.0,13377.0,12462.0,10222.0,13285.0,9741.0,13229.0,9667.0,10036.0,7754.0,8395.0,11640.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-03,22104.0,20231.0,39479.0,20211.0,22763.0,8217.0,10810.0,14045.0,11862.0,13451.0,12399.0,10058.0,13295.0,9770.0,13343.0,9568.0,10036.0,7794.0,8410.0,11740.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-07,21708.0,19730.0,39401.0,19984.0,21682.0,7787.0,10675.0,13910.0,11532.0,13282.0,12172.0,10018.0,13344.0,9152.0,13114.0,9598.0,10081.0,7685.0,8268.0,11760.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-08,21328.0,19572.0,38823.0,19888.0,21418.0,7681.0,10530.0,13505.0,11427.0,13068.0,11959.0,9864.0,13177.0,9097.0,12870.0,9529.0,9912.0,7591.0,8200.0,11450.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-09,20540.0,19467.0,38838.0,19007.0,21159.0,7576.0,10380.0,13555.0,11292.0,13028.0,11752.0,9804.0,13058.0,9050.0,12830.0,9494.0,9783.0,7205.0,7829.0,11316.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-10,20573.0,19572.0,38800.0,18951.0,21692.0,7758.0,10385.0,13555.0,11408.0,13063.0,11790.0,9764.0,13053.0,9265.0,12820.0,9395.0,9803.0,7205.0,7820.0,11261.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-13,19952.0,19095.0,38713.0,18649.0,21149.0,7576.0,10370.0,13450.0,11255.0,13197.0,11723.0,9764.0,12861.0,9138.0,12735.0,9366.0,9718.0,7031.0,7624.0,11101.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-14,20058.0,19258.0,38032.0,18749.0,21267.0,7602.0,10130.0,13310.0,11266.0,13207.0,11568.0,9565.0,12550.0,9134.0,12471.0,9464.0,9495.0,7007.0,7560.0,10802.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-15,20447.0,19532.0,38589.0,18970.0,21912.0,7808.0,10235.0,13495.0,11349.0,13317.0,11669.0,9491.0,12708.0,9280.0,12720.0,9489.0,9634.0,7259.0,7838.0,10841.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-16,19856.0,19504.0,38805.0,18522.0,21756.0,7797.0,10165.0,13355.0,11305.0,13531.0,11679.0,9306.0,12703.0,9270.0,12760.0,9568.0,9644.0,7080.0,7669.0,10951.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-17,19755.0,19317.0,39325.0,18375.0,21125.0,7622.0,10075.0,13630.0,11186.0,13422.0,11510.0,9207.0,12950.0,9138.0,12845.0,9598.0,9733.0,7012.0,7629.0,11001.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-20,19456.0,19090.0,39271.0,18254.0,20866.0,7456.0,10165.0,14180.0,11160.0,13531.0,11418.0,9212.0,12905.0,8965.0,12701.0,9529.0,9723.0,6867.0,7449.0,10687.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21,19563.0,19285.0,38687.0,18536.0,21179.0,7627.0,10015.0,14275.0,11195.0,13611.0,11476.0,9386.0,12831.0,9114.0,12382.0,9691.0,9594.0,6917.0,7508.0,10412.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-22,19389.0,19145.0,38708.0,18546.0,21144.0,7576.0,10070.0,14100.0,11149.0,13621.0,11437.0,9292.0,12881.0,9021.0,12501.0,9617.0,9575.0,6927.0,7555.0,10472.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-23,18984.0,18686.0,38241.0,18477.0,20758.0,7479.0,10015.0,14330.0,10880.0,13491.0,11196.0,9530.0,12871.0,8922.0,12252.0,9514.0,9485.0,6917.0,7526.0,10323.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-24,18604.0,18781.0,38062.0,18344.0,20900.0,7479.0,9945.0,14185.0,10966.0,13412.0,11360.0,9605.0,12723.0,8940.0,12193.0,9519.0,9475.0,6907.0,7464.0,10248.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-27,18575.0,18781.0,37762.0,18414.0,21086.0,7553.0,9970.0,14415.0,10938.0,13471.0,11249.0,9700.0,12752.0,9050.0,12053.0,9420.0,9416.0,6957.0,7489.0,10143.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-28,18893.0,18786.0,37927.0,18317.0,21193.0,7576.0,9985.0,14380.0,10959.0,13446.0,11283.0,9715.0,12762.0,9100.0,12128.0,9395.0,9475.0,6937.0,7469.0,10213.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-29,18787.0,18932.0,37585.0,18106.0,21330.0,7627.0,9920.0,14415.0,11049.0,13377.0,11288.0,9730.0,12634.0,9124.0,12003.0,9242.0,9341.0,6862.0,7400.0,10098.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30,18951.0,18895.0,37424.0,18375.0,20949.0,7527.0,9970.0,14430.0,10980.0,13402.0,11288.0,9744.0,12624.0,8987.0,12038.0,9366.0,9336.0,7041.0,7595.0,10088.0,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31,18975.0,18832.0,37304.0,18463.0,21022.0,7544.0,9990.0,14405.0,11018.0,13357.0,11288.0,9904.0,12624.0,9050.0,11978.0,9233.0,9237.0,7061.0,7664.0,9973.0,,,,,,,,,,,,,,,,,,,,,,,
2019-06-03,19072.0,18676.0,36554.0,18901.0,20910.0,7489.0,10155.0,14500.0,10975.0,13162.0,11273.0,10003.0,12387.0,8982.0,11724.0,9099.0,9118.0,7195.0,7782.0,9790.0,,,,,,,,,,,,,,,,,,,,,,,
2019-06-04,18984.0,18651.0,36019.0,18689.0,20812.0,7438.0,10150.0,14510.0,10876.0,13162.0,11215.0,10043.0,12111.0,8907.0,11595.0,9109.0,9034.0,7403.0,7902.0,9505.0,,,,,,,,,,,,,,,,,,,,,,,
2019-06-05,19135.0,18657.0,36987.0,18635.0,20875.0,7466.0,10195.0,14495.0,10860.0,13167.0,11230.0,10068.0,12407.0,8917.0,11993.0,9124.0,9287.0,7343.0,7801.0,9893.0,,,,,,,,,,,,,,,,,,,,,,,
2019-06-07,19263.0,18661.0,37356.0,18773.0,20646.0,7389.0,10135.0,14285.0,10966.0,13157.0,11230.0,10078.0,12575.0,8813.0,12103.0,9114.0,9376.0,7461.0,7829.0,9988.0,,,,,,,,,,,,,,,,,,,,,,,
