date,sector,global_mean,global_std,global_count
2019-01-01,가치배당,-0.3174343254417181,0.37330693047025454,5
2019-01-02,가치배당,-0.2238481231033802,0.4493626009164711,8
2019-01-03,가치배당,-0.3484470566424231,0.43362897106695225,12
2019-01-04,가치배당,-0.2881911552200715,0.3562144364398001,12
2019-01-05,가치배당,-0.08474339793125789,0.6403773683582084,3
2019-01-06,가치배당,-0.30115984566509724,0.4183405940980071,8
2019-01-07,가치배당,-0.31892231789728004,0.39569307998136505,9
2019-01-08,가치배당,-0.1433710272734364,0.3707376333019296,6
2019-01-09,가치배당,-0.3411551316579183,0.4165992737126497,6
2019-01-10,가치배당,-0.17701717294179475,0.43900581621315493,13
2019-01-11,가치배당,-0.15912410896271467,0.5371238557106455,12
2019-01-12,가치배당,-0.058864226564764977,0.003931028658076991,2
2019-01-13,가치배당,-0.0669970903545618,0.06770240834719042,2
2019-01-14,가치배당,-0.31199770879286987,0.3984014997291561,13
2019-01-15,가치배당,0.0010890010744333267,0.2598846106335384,4
2019-01-16,가치배당,-0.03696134686470032,0.413725805181089,7
2019-01-17,가치배당,-0.06770450621843338,0.41908674026418963,14
2019-01-18,가치배당,-0.09408466602590951,0.2947283429335323,11
2019-01-19,가치배당,-0.029849916696548462,0.0,1
2019-01-20,가치배당,-0.3297639228403568,0.5438907138617985,3
2019-01-21,가치배당,0.04920971468091011,0.474193976748564,5
2019-01-22,가치배당,0.026620737463235854,0.08330748933835619,5
2019-01-23,가치배당,-0.2632382893934846,0.5120216147618005,10
2019-01-24,가치배당,-0.027877020835876464,0.35020340479033385,10
2019-01-25,가치배당,-0.2320347842760384,0.3864128196288472,8
2019-01-26,가치배당,-0.05896976636722684,0.40757986869327956,8
2019-01-27,가치배당,-0.05001262637476126,0.1278667489483016,6
2019-01-28,가치배당,-0.0997551514301449,0.38150351971965907,8
2019-01-29,가치배당,-0.23505123673627773,0.4027591408047064,12
2019-01-30,가치배당,0.0027195587754249573,0.3160617913204702,8
2019-01-31,가치배당,-0.10378498490899801,0.46038093898031923,12
2019-02-01,가치배당,-0.12939994813253483,0.39868876521797403,12
2019-02-02,가치배당,-0.13924384862184525,0.3772632582737591,2
2019-02-03,가치배당,-0.00289654607574145,0.060396047554534205,6
2019-02-04,가치배당,0.035364402923732996,0.4019516449937428,8
2019-02-05,가치배당,-0.08187914950152238,0.247741085821751,9
2019-02-06,가치배당,-0.14533571656793356,0.3818856469854112,10
2019-02-07,가치배당,-0.1836123935878277,0.5326693354851788,10
2019-02-08,가치배당,0.10934222276721682,0.39326526752527763,7
2019-02-09,가치배당,-0.22340063098818064,0.278275291142852,4
2019-02-10,가치배당,-0.33899935086568195,0.58705437344697,3
2019-02-11,가치배당,0.005090674385428429,0.5470161533507696,6
2019-02-12,가치배당,-0.1175617016851902,0.316668879922224,9
2019-02-13,가치배당,-0.1726264792184035,0.38470862233410047,6
