date,section,domestic_mean,domestic_std,domestic_count,global_mean,global_std,global_count
2020-08-02,domestic_core,0.4999,0.707,2.0,,,
2020-08-02,global_macro,0.4999,0.707,2.0,,,
2020-08-03,domestic_core,0.3887,0.5595,13.0,,,
2020-08-03,global_macro,0.0108,0.4214,11.0,0.0927,0.2833,4.0
2020-08-04,domestic_core,0.2451,0.4226,27.0,,,
2020-08-04,global_macro,0.24,0.4062,12.0,-0.3745,,1.0
2020-08-05,domestic_core,0.2401,0.6578,20.0,,,
2020-08-05,global_macro,0.2923,0.4536,6.0,0.8552,,1.0
2020-08-06,domestic_core,0.1982,0.6406,21.0,,,
2020-08-06,global_macro,0.0211,0.0516,6.0,0.3032,0.4255,3.0
2020-08-07,domestic_core,0.3712,0.4804,18.0,,,
2020-08-07,global_macro,0.0953,0.1491,6.0,-0.2884,0.8347,5.0
2020-08-08,domestic_core,0.9996,,1.0,,,
2020-08-08,global_macro,-0.495,0.6996,2.0,-0.2523,,1.0
2020-08-09,domestic_core,0.1472,0.3477,5.0,,,
2020-08-09,global_macro,0.0001,0.0001,4.0,,,
2020-08-10,domestic_core,0.2313,0.6208,28.0,,,
2020-08-10,global_macro,-0.141,0.3785,7.0,0.2409,0.4214,3.0
2020-08-11,domestic_core,0.2096,0.5792,23.0,,,
2020-08-11,global_macro,-0.1734,0.5996,11.0,-0.0696,0.7641,3.0
2020-08-12,domestic_core,0.0517,0.5784,17.0,,,
2020-08-12,global_macro,-0.0994,0.2976,11.0,0.2348,,1.0
2020-08-13,domestic_core,0.2239,0.5463,16.0,,,
2020-08-13,global_macro,0.0562,0.4644,7.0,-0.2975,0.5399,3.0
2020-08-14,domestic_core,-0.281,0.6218,18.0,,,
2020-08-14,global_macro,0.0001,0.0002,2.0,-0.9137,,1.0
2020-08-15,domestic_core,0.0693,,1.0,,,
2020-08-15,global_macro,-0.0005,,1.0,,,
2020-08-16,domestic_core,-0.4999,0.5759,4.0,,,
2020-08-16,global_macro,0.9501,,1.0,,,
2020-08-17,domestic_core,0.3332,0.5768,3.0,,,
2020-08-17,global_macro,0.4886,0.6912,2.0,-0.3048,0.8458,2.0
2020-08-18,domestic_core,0.116,0.7167,27.0,,,
2020-08-18,global_macro,0.1172,0.4392,9.0,0.0198,0.2815,7.0
2020-08-19,domestic_core,0.0544,0.5571,17.0,,,
2020-08-19,global_macro,-0.0468,0.1518,6.0,0.042,0.5186,10.0
2020-08-20,domestic_core,-0.3068,0.4929,14.0,,,
2020-08-20,global_macro,0.3986,0.5537,7.0,-0.9297,,1.0
2020-08-21,domestic_core,0.295,0.5983,12.0,,,
2020-08-21,global_macro,0.0839,0.2875,12.0,0.2637,0.6372,2.0
2020-08-22,domestic_core,0.0,0.0,2.0,,,
2020-08-22,global_macro,0.0614,0.3481,7.0,,,
2020-08-23,domestic_core,0.4999,0.707,2.0,,,
2020-08-23,global_macro,0.2764,0.7552,6.0,,,
2020-08-24,domestic_core,0.2903,0.5723,23.0,,,
2020-08-24,global_macro,-0.0023,0.012,7.0,0.8555,,1.0
2020-08-25,domestic_core,0.339,0.4797,15.0,,,
2020-08-25,global_macro,0.2861,0.4497,10.0,0.2901,0.447,4.0
2020-08-26,domestic_core,0.1046,0.5401,20.0,,,
2020-08-26,global_macro,-0.0427,0.074,3.0,0.1663,,1.0
2020-08-27,domestic_core,0.2017,0.6188,17.0,,,
2020-08-27,global_macro,0.0762,0.2108,6.0,-0.1587,0.4213,2.0
2020-08-28,domestic_core,0.3462,0.4487,15.0,,,
2020-08-28,global_macro,0.1534,0.5205,10.0,-0.2348,0.5238,3.0
2020-08-29,domestic_core,0.0001,,1.0,,,
2020-08-29,global_macro,0.0,0.0,3.0,,,
2020-08-30,domestic_core,0.1549,0.4151,6.0,,,
2020-08-30,global_macro,0.3195,0.5312,4.0,-0.4414,,1.0
2020-08-31,domestic_core,0.1316,0.6579,24.0,,,
2020-08-31,global_macro,0.0271,0.4188,10.0,-0.0574,0.2048,4.0
2020-09-01,domestic_core,0.4958,0.4717,17.0,,,
2020-09-01,global_macro,0.0448,0.0958,5.0,-0.0974,,1.0
2020-09-02,domestic_core,0.2369,0.4062,19.0,,,
2020-09-02,global_macro,-0.1481,0.3785,6.0,-0.4646,0.6532,2.0
2020-09-03,domestic_core,0.1147,0.5002,21.0,,,
2020-09-03,global_macro,0.2927,0.7335,7.0,-0.1677,0.6539,6.0
2020-09-04,domestic_core,-0.086,0.5561,17.0,,,
2020-09-04,global_macro,-0.3342,0.7045,8.0,-0.9343,0.0071,2.0
2020-09-05,domestic_core,0.0,,1.0,,,
2020-09-05,global_macro,0.0618,0.788,6.0,,,
2020-09-06,domestic_core,0.0051,0.0113,5.0,,,
2020-09-06,global_macro,-0.1664,0.3701,7.0,-0.6551,,1.0
2020-09-07,domestic_core,0.3389,0.4666,19.0,,,
2020-09-07,global_macro,-0.1176,0.2876,6.0,,,
2020-09-08,domestic_core,0.5277,0.4872,8.0,,,
2020-09-08,global_macro,0.1089,0.4748,12.0,-0.4913,0.5324,4.0
2020-09-09,domestic_core,0.1123,0.7448,24.0,,,
2020-09-09,global_macro,-0.2521,0.4238,18.0,-0.2604,0.2441,3.0
2020-09-10,domestic_core,0.3347,0.5758,36.0,,,
2020-09-10,global_macro,-0.0228,0.7267,5.0,-0.4943,0.5952,3.0
2020-09-11,domestic_core,0.3788,0.7297,20.0,,,
2020-09-11,global_macro,-0.2806,0.6411,11.0,-0.3207,0.5429,5.0
2020-09-12,global_macro,-0.0022,0.0031,2.0,,,
2020-09-13,domestic_core,0.3323,0.5566,3.0,,,
2020-09-13,global_macro,0.4983,0.7048,2.0,,,
2020-09-14,domestic_core,0.5844,0.4787,16.0,,,
2020-09-14,global_macro,0.1553,0.3961,12.0,0.8407,,1.0
2020-09-15,domestic_core,0.1829,0.6849,20.0,,,
2020-09-15,global_macro,0.0989,0.4861,14.0,0.0376,0.1996,3.0
2020-09-16,domestic_core,0.2117,0.7317,18.0,,,
2020-09-16,global_macro,0.0424,0.7621,8.0,-0.9408,,1.0
2020-09-17,domestic_core,0.2577,0.6834,25.0,-0.9468,,1.0
2020-09-17,global_macro,0.1999,0.4471,5.0,0.7902,0.0729,2.0
2020-09-18,domestic_core,0.4086,0.4946,19.0,,,
2020-09-18,global_macro,0.166,0.4019,10.0,-0.5116,0.6361,2.0
2020-09-19,domestic_core,0.0,,1.0,,,
2020-09-19,global_macro,-0.2941,0.4131,2.0,,,
2020-09-20,domestic_core,-0.1048,0.6493,4.0,,,
2020-09-20,global_macro,0.0,,1.0,,,
2020-09-21,domestic_core,0.0677,0.5348,22.0,,,
2020-09-21,global_macro,-0.2437,0.7989,9.0,-0.5202,0.6116,2.0
2020-09-22,domestic_core,0.1714,0.7803,18.0,,,
2020-09-22,global_macro,-0.4007,0.5138,10.0,-0.2754,0.3947,5.0
2020-09-23,domestic_core,0.1936,0.5493,28.0,,,
2020-09-23,global_macro,-0.3376,0.6194,5.0,-0.6914,0.3105,2.0
2020-09-24,domestic_core,0.3898,0.7153,21.0,,,
2020-09-24,global_macro,-0.4028,0.5665,15.0,0.4951,,1.0
2020-09-25,domestic_core,0.2543,0.5479,18.0,,,
2020-09-25,global_macro,-0.1907,0.4525,5.0,-0.2747,0.5781,3.0
2020-09-26,global_macro,0.0263,0.0905,3.0,0.7959,,1.0
2020-09-27,domestic_core,-0.2085,0.4537,4.0,,,
2020-09-27,global_macro,-0.0447,,1.0,,,
2020-09-28,domestic_core,0.375,0.5465,28.0,,,
2020-09-28,global_macro,-0.1963,0.5401,4.0,-0.107,,1.0
2020-09-29,domestic_core,0.3091,0.4859,16.0,,,
2020-09-29,global_macro,-0.0726,0.4333,14.0,-0.7912,,1.0
2020-09-30,domestic_core,-0.0006,,1.0,,,
2020-09-30,global_macro,0.1879,0.3832,4.0,-0.9177,0.0674,2.0
2020-10-01,domestic_core,-0.0,0.0,2.0,,,
2020-10-01,global_macro,-0.2667,0.6721,8.0,-0.2015,0.4039,5.0
2020-10-02,global_macro,-0.0191,0.6212,10.0,-0.3347,0.4854,5.0
2020-10-03,domestic_core,-0.0001,0.0002,2.0,,,
2020-10-03,global_macro,-0.0299,0.0364,4.0,,,
2020-10-04,domestic_core,-0.3312,0.571,3.0,,,
2020-10-04,global_macro,0.1933,0.384,4.0,,,
2020-10-05,domestic_core,0.164,0.5268,23.0,,,
2020-10-05,global_macro,0.2224,0.4408,9.0,0.0843,,1.0
2020-10-06,domestic_core,0.3579,0.4707,21.0,,,
2020-10-06,global_macro,0.4218,0.5484,10.0,-0.7112,0.2709,7.0
2020-10-07,domestic_core,0.2075,0.6517,24.0,,,
2020-10-07,global_macro,-0.4765,0.4451,6.0,0.1081,0.2023,4.0
2020-10-08,domestic_core,0.3628,0.5813,15.0,,,
2020-10-08,global_macro,0.1869,0.3839,9.0,0.2279,0.2997,3.0
2020-10-09,domestic_core,-0.0022,0.0044,3.0,,,
2020-10-09,global_macro,-0.0019,0.6215,6.0,0.4326,0.3115,4.0
2020-10-10,global_macro,0.439,0.6473,2.0,0.0133,,1.0
2020-10-11,domestic_core,0.0003,0.8163,4.0,,,
2020-10-11,global_macro,0.0003,,1.0,,,
2020-10-12,domestic_core,0.4086,0.4677,24.0,,,
2020-10-12,global_macro,0.1705,0.4061,6.0,0.1446,0.1459,5.0
2020-10-13,domestic_core,0.1067,0.6202,20.0,,,
2020-10-13,global_macro,0.1863,0.5613,11.0,-0.5844,0.5173,4.0
2020-10-14,domestic_core,0.0286,0.4156,17.0,,,
2020-10-14,global_macro,0.017,0.5383,7.0,-0.8976,,1.0
2020-10-15,domestic_core,-0.0685,0.5622,36.0,,,
2020-10-15,global_macro,-0.0004,0.5338,8.0,-0.4041,0.7144,2.0
2020-10-16,domestic_core,0.0601,0.8292,12.0,,,
2020-10-16,global_macro,0.1072,0.3076,8.0,,,
2020-10-17,domestic_core,-0.0299,,1.0,,,
2020-10-17,global_macro,-0.9889,,1.0,-0.0228,,1.0
2020-10-18,domestic_core,0.0012,0.0017,3.0,,,
2020-10-19,domestic_core,0.0534,0.5612,23.0,,,
2020-10-19,global_macro,0.2499,0.4996,4.0,-0.1997,0.6105,3.0
2020-10-20,domestic_core,0.2196,0.7432,21.0,,,
2020-10-20,global_macro,0.2216,0.6563,6.0,-0.2007,0.0841,2.0
2020-10-21,domestic_core,0.3724,0.6103,22.0,,,
2020-10-21,global_macro,0.2499,0.4602,8.0,-0.1312,,1.0
2020-10-22,domestic_core,0.1358,0.8373,16.0,,,
2020-10-22,global_macro,0.1661,0.4085,6.0,-0.9403,,1.0
2020-10-23,domestic_core,0.0874,0.7267,13.0,,,
2020-10-23,global_macro,0.0581,0.1153,4.0,-0.938,,1.0
2020-10-24,domestic_core,-0.0005,,1.0,,,
2020-10-24,global_macro,-0.1847,0.3131,3.0,,,
2020-10-25,domestic_core,-0.1108,0.5473,4.0,,,
2020-10-25,global_macro,0.0113,0.016,2.0,,,
2020-10-26,domestic_core,-0.0761,0.5475,18.0,,,
2020-10-26,global_macro,0.0,0.0,2.0,-0.4637,0.4646,6.0
2020-10-27,domestic_core,0.2601,0.5514,19.0,,,
2020-10-27,global_macro,0.0558,0.4096,14.0,-0.9267,,1.0
2020-10-28,domestic_core,0.3358,0.6379,19.0,,,
2020-10-28,global_macro,0.142,0.4231,6.0,-0.6306,0.2986,5.0
2020-10-29,domestic_core,0.2075,0.6821,19.0,,,
2020-10-29,global_macro,0.193,0.738,10.0,-0.0689,0.5505,3.0
2020-10-30,domestic_core,0.0416,0.703,15.0,,,
2020-10-30,global_macro,0.3148,0.4687,9.0,-0.4886,0.554,4.0
2020-10-31,domestic_core,-0.0,,1.0,,,
2020-10-31,global_macro,-0.0281,0.0239,3.0,,,
2020-11-01,domestic_core,0.0,0.0,3.0,,,
2020-11-01,global_macro,0.0595,0.0841,2.0,,,
2020-11-02,domestic_core,0.3029,0.4889,16.0,,,
2020-11-02,global_macro,0.08,0.2954,12.0,-0.2869,0.4893,3.0
2020-11-03,domestic_core,0.5798,0.4962,17.0,,,
2020-11-03,global_macro,0.1006,0.316,10.0,-0.0188,0.6687,3.0
2020-11-04,domestic_core,0.1704,0.699,18.0,,,
2020-11-04,global_macro,0.1627,0.362,11.0,-0.2364,0.5128,6.0
2020-11-05,domestic_core,0.3427,0.6904,17.0,,,
2020-11-05,global_macro,0.1316,0.4037,13.0,-0.0207,0.0875,4.0
2020-11-06,domestic_core,0.2352,0.5612,13.0,,,
2020-11-06,global_macro,-0.0514,0.4654,11.0,0.2274,0.0142,2.0
2020-11-07,domestic_core,0.0001,,1.0,,,
2020-11-07,global_macro,0.0001,0.0001,2.0,,,
2020-11-08,domestic_core,0.0129,,1.0,,,
2020-11-08,global_macro,0.3627,0.5128,2.0,,,
2020-11-09,domestic_core,0.3613,0.533,29.0,,,
2020-11-09,global_macro,0.242,0.4117,11.0,0.1948,0.5861,8.0
2020-11-10,domestic_core,0.1959,0.4227,13.0,,,
2020-11-10,global_macro,0.3119,0.5737,9.0,-0.2474,0.9189,2.0
2020-11-11,domestic_core,0.2125,0.6078,17.0,,,
2020-11-11,global_macro,0.2324,0.5401,7.0,0.1672,,1.0
2020-11-12,domestic_core,0.428,0.609,16.0,,,
2020-11-12,global_macro,0.1752,0.4045,6.0,-0.954,,1.0
2020-11-13,domestic_core,0.2236,0.6026,21.0,,,
2020-11-13,global_macro,0.2155,0.5272,4.0,0.3557,0.1793,2.0
2020-11-14,global_macro,0.3329,0.5766,3.0,,,
2020-11-15,domestic_core,0.5008,0.7052,2.0,,,
2020-11-15,global_macro,0.5567,0.5254,9.0,,,
2020-11-16,domestic_core,0.4331,0.4956,18.0,,,
2020-11-16,global_macro,0.5096,0.6843,10.0,0.5619,0.3026,3.0
2020-11-17,domestic_core,0.6303,0.4908,10.0,,,
2020-11-17,global_macro,0.3128,0.4694,9.0,-0.3636,0.4699,3.0
2020-11-18,domestic_core,0.1963,0.5272,22.0,,,
2020-11-18,global_macro,0.1945,0.8211,5.0,-0.6068,0.4877,2.0
2020-11-19,domestic_core,0.2868,0.5551,19.0,,,
2020-11-19,global_macro,-0.1932,0.6906,7.0,0.3816,,1.0
2020-11-20,domestic_core,0.4885,0.4796,15.0,,,
2020-11-20,global_macro,0.1179,0.3039,12.0,-0.3273,0.5592,2.0
2020-11-21,domestic_core,0.9991,,1.0,,,
2020-11-21,global_macro,-0.9881,,1.0,,,
2020-11-22,domestic_core,-0.0003,0.0005,3.0,,,
2020-11-22,global_macro,0.3334,0.5771,3.0,-0.7249,,1.0
2020-11-23,domestic_core,0.4175,0.4812,32.0,,,
2020-11-23,global_macro,0.1176,0.5965,9.0,0.8815,0.0331,2.0
2020-11-24,domestic_core,0.2771,0.5437,25.0,,,
2020-11-24,global_macro,0.0046,0.5641,7.0,0.0332,0.0912,6.0
2020-11-25,domestic_core,0.1328,0.6864,16.0,,,
2020-11-25,global_macro,0.2433,0.6282,10.0,-0.0483,0.4457,7.0
2020-11-26,domestic_core,0.4524,0.5347,22.0,,,
2020-11-26,global_macro,-0.0036,0.3434,5.0,-0.0129,,1.0
2020-11-27,domestic_core,0.3418,0.5396,27.0,,,
2020-11-27,global_macro,0.4847,0.5516,6.0,-0.0243,,1.0
2020-11-28,global_macro,0.3335,0.577,3.0,,,
2020-11-29,domestic_core,0.1627,0.37,5.0,,,
2020-11-29,global_macro,0.3707,0.5927,2.0,,,
2020-11-30,domestic_core,0.2029,0.522,29.0,,,
2020-11-30,global_macro,0.1437,0.3775,7.0,-0.0065,0.7763,9.0
2020-12-01,domestic_core,0.2131,0.4985,20.0,,,
2020-12-01,global_macro,-0.2868,0.4735,4.0,-0.1356,0.6004,2.0
2020-12-02,domestic_core,0.3124,0.4498,17.0,,,
2020-12-02,global_macro,0.1302,0.6889,12.0,-0.8607,,1.0
2020-12-03,domestic_core,0.2273,0.6068,17.0,,,
2020-12-03,global_macro,0.2899,0.5878,6.0,-0.1952,,1.0
2020-12-04,domestic_core,0.6357,0.4836,16.0,,,
2020-12-04,global_macro,0.0793,0.2914,11.0,-0.2827,,1.0
2020-12-05,domestic_core,-0.0001,,1.0,,,
2020-12-05,global_macro,0.3041,0.5164,3.0,,,
2020-12-06,domestic_core,0.0002,0.0003,3.0,,,
2020-12-06,global_macro,0.4998,0.7068,2.0,,,
2020-12-07,domestic_core,0.3581,0.4543,26.0,,,
2020-12-07,global_macro,0.0551,0.609,5.0,-0.9081,,1.0
2020-12-08,domestic_core,0.2387,0.672,24.0,,,
2020-12-08,global_macro,0.0273,0.6974,12.0,-0.1599,0.4331,5.0
2020-12-09,domestic_core,0.4116,0.5833,25.0,,,
2020-12-09,global_macro,0.3137,0.4655,9.0,-0.9404,,1.0
2020-12-10,domestic_core,0.0007,0.5731,13.0,,,
2020-12-10,global_macro,0.3944,0.6273,11.0,-0.4973,0.5392,3.0
2020-12-11,domestic_core,0.4401,0.4704,15.0,,,
2020-12-11,global_macro,0.2847,0.5728,6.0,-0.9407,,1.0
2020-12-12,domestic_core,-0.9989,,1.0,,,
2020-12-12,global_macro,-0.6455,,1.0,,,
2020-12-13,domestic_core,0.2251,0.7394,5.0,,,
2020-12-13,global_macro,0.4984,0.7049,2.0,,,
2020-12-14,domestic_core,0.345,0.4654,15.0,,,
2020-12-14,global_macro,0.4141,0.5534,7.0,-0.4744,0.4603,3.0
2020-12-15,domestic_core,0.0899,0.2903,12.0,,,
2020-12-15,global_macro,0.6654,0.5784,3.0,0.2189,,1.0
2020-12-16,domestic_core,0.2334,0.6115,10.0,,,
2020-12-16,global_macro,0.6513,0.5359,6.0,-0.9302,,1.0
2020-12-17,domestic_core,0.5985,0.5143,10.0,,,
2020-12-17,global_macro,-0.2028,0.3875,6.0,-0.1199,1.1829,2.0
2020-12-18,domestic_core,0.2977,0.475,10.0,,,
2020-12-18,global_macro,0.1395,0.2942,10.0,-0.0155,0.8629,3.0
2020-12-19,domestic_core,0.0649,0.1302,4.0,,,
2020-12-19,global_macro,-0.9955,,1.0,-0.0065,,1.0
2020-12-20,domestic_core,-0.348,0.4684,4.0,,,
2020-12-20,global_macro,-0.4833,0.6834,2.0,,,
2020-12-21,domestic_core,0.153,0.4514,15.0,,,
2020-12-21,global_macro,0.6813,0.4322,8.0,-0.247,0.6048,3.0
2020-12-22,domestic_core,0.3807,0.6818,10.0,,,
2020-12-22,global_macro,0.0088,0.5745,13.0,-0.1338,0.9037,2.0
2020-12-23,domestic_core,0.462,0.5032,10.0,,,
2020-12-23,global_macro,0.2672,0.4508,11.0,-0.6301,,1.0
2020-12-24,domestic_core,0.217,0.4244,9.0,,,
2020-12-24,global_macro,-0.2615,0.5093,7.0,-0.2901,0.4471,2.0
2020-12-25,domestic_core,0.0001,0.0001,2.0,,,
2020-12-25,global_macro,0.0,,1.0,,,
2020-12-26,global_macro,0.0001,,1.0,0.6887,,1.0
2020-12-27,domestic_core,0.3333,0.5772,3.0,,,
2020-12-27,global_macro,0.0,0.0,2.0,0.0146,,1.0
2020-12-28,domestic_core,0.1318,0.351,8.0,,,
2020-12-28,global_macro,0.2399,0.4178,7.0,,,
2020-12-29,domestic_core,0.1359,0.6194,8.0,,,
2020-12-29,global_macro,-0.2168,0.667,6.0,,,
2020-12-30,domestic_core,0.133,0.5952,15.0,,,
2020-12-30,global_macro,-0.4992,0.706,2.0,,,
2020-12-31,domestic_core,0.1428,0.3779,7.0,,,
2020-12-31,global_macro,0.2339,0.5115,4.0,,,
2021-01-01,domestic_core,0.014,0.0293,4.0,,,
2021-01-01,global_macro,0.0077,0.0154,4.0,0.0835,,1.0
2021-01-02,domestic_core,0.0001,,1.0,,,
2021-01-02,global_macro,0.0,0.0,2.0,0.7993,,1.0
2021-01-03,domestic_core,0.0165,0.4845,9.0,,,
2021-01-03,global_macro,-0.0001,0.0002,2.0,,,
2021-01-04,domestic_core,0.1979,0.4081,15.0,,,
2021-01-04,global_macro,0.2683,0.7641,6.0,-0.9549,,1.0
2021-01-05,domestic_core,0.0994,0.4779,14.0,,,
2021-01-05,global_macro,-0.085,0.6648,6.0,0.0486,0.1069,3.0
2021-01-06,domestic_core,0.0742,0.4496,20.0,,,
2021-01-06,global_macro,0.0003,0.0007,5.0,-0.0721,0.1039,4.0
2021-01-07,domestic_core,0.0536,0.4032,19.0,,,
2021-01-07,global_macro,0.1952,0.496,9.0,-0.179,0.3539,4.0
2021-01-08,domestic_core,0.3854,0.496,13.0,,,
2021-01-08,global_macro,0.4992,0.5778,4.0,-0.2401,0.6396,4.0
2021-01-09,domestic_core,-0.0002,0.0129,3.0,,,
2021-01-09,global_macro,-0.3677,0.8873,2.0,,,
2021-01-10,domestic_core,-0.0097,0.4477,10.0,,,
2021-01-10,global_macro,-0.0,,1.0,,,
2021-01-11,domestic_core,0.11,0.5267,24.0,,,
2021-01-11,global_macro,0.0159,0.5508,7.0,-0.7401,0.0577,2.0
2021-01-12,domestic_core,0.0094,0.5602,14.0,,,
2021-01-12,global_macro,0.0162,0.8765,6.0,-0.8153,,1.0
2021-01-13,domestic_core,-0.011,0.4552,20.0,,,
2021-01-13,global_macro,-0.3274,0.5702,3.0,0.0997,,1.0
2021-01-14,domestic_core,0.1443,0.3948,15.0,,,
2021-01-14,global_macro,0.2257,0.6114,10.0,-0.1426,0.561,4.0
2021-01-15,domestic_core,-0.1973,0.3505,19.0,,,
2021-01-15,global_macro,0.1995,0.4216,10.0,-0.0969,0.3936,6.0
2021-01-16,domestic_core,-0.0157,,1.0,,,
2021-01-16,global_macro,-0.4959,0.7013,2.0,0.0342,,1.0
2021-01-17,domestic_core,0.0844,0.3047,11.0,,,
2021-01-17,global_macro,0.0041,0.0215,3.0,,,
2021-01-18,domestic_core,-0.1369,0.621,15.0,,,
2021-01-18,global_macro,0.3284,0.562,3.0,-0.0061,0.0785,2.0
2021-01-19,domestic_core,0.1554,0.5168,25.0,,,
2021-01-19,global_macro,0.0,0.0007,4.0,-0.1697,,1.0
2021-01-20,domestic_core,0.0865,0.604,14.0,,,
2021-01-20,global_macro,0.0401,1.3569,2.0,0.6708,,1.0
2021-01-21,domestic_core,0.2497,0.414,16.0,,,
2021-01-21,global_macro,0.0026,0.6304,6.0,-0.2083,0.5826,3.0
2021-01-22,domestic_core,0.2324,0.4872,15.0,,,
2021-01-22,global_macro,0.5,0.7069,2.0,-0.4974,0.5228,2.0
2021-01-23,domestic_core,0.2455,0.4909,4.0,,,
2021-01-23,global_macro,-0.3372,0.5734,3.0,0.012,,1.0
2021-01-24,domestic_core,0.1383,0.5174,12.0,,,
2021-01-24,global_macro,0.9938,,1.0,,,
2021-01-25,domestic_core,0.0238,0.4646,19.0,,,
2021-01-25,global_macro,0.5192,0.502,9.0,-0.0322,,1.0
2021-01-26,domestic_core,0.3579,0.6779,15.0,,,
2021-01-26,global_macro,0.3252,0.5177,5.0,0.1491,0.3549,4.0
2021-01-27,domestic_core,0.1908,0.651,19.0,,,
2021-01-27,global_macro,0.1026,0.3376,9.0,-0.2138,1.0428,2.0
2021-01-28,domestic_core,0.0434,0.6416,9.0,,,
2021-01-28,global_macro,-0.3715,0.7381,8.0,-0.2588,,1.0
2021-01-29,domestic_core,0.0185,0.5893,16.0,,,
2021-01-29,global_macro,-0.0904,0.4663,9.0,-0.8033,0.2026,4.0
2021-01-30,domestic_core,0.0005,0.0008,2.0,,,
2021-01-30,global_macro,-0.9992,,1.0,,,
2021-01-31,domestic_core,-0.0379,0.0657,3.0,,,
2021-01-31,global_macro,0.2249,0.4439,4.0,-0.1272,0.0669,2.0
2021-02-01,domestic_core,0.2395,0.5227,19.0,,,
2021-02-01,global_macro,0.1787,0.3535,12.0,-0.1879,0.532,4.0
2021-02-02,domestic_core,-0.0888,0.5237,11.0,,,
2021-02-02,global_macro,-0.1706,0.3682,8.0,-0.951,,1.0
2021-02-03,domestic_core,0.0141,0.6871,16.0,,,
2021-02-03,global_macro,-0.3377,0.6229,7.0,0.0684,0.2637,3.0
2021-02-04,domestic_core,-0.0038,0.7108,15.0,,,
2021-02-04,global_macro,0.6668,0.5769,3.0,-0.1047,0.4338,4.0
2021-02-05,domestic_core,0.3863,0.6786,9.0,,,
2021-02-05,global_macro,0.004,0.7026,5.0,-0.3153,0.4067,2.0
2021-02-06,domestic_core,0.0004,0.0004,3.0,,,
2021-02-06,global_macro,-0.0033,1.4091,2.0,,,
2021-02-07,domestic_core,0.0062,0.5648,7.0,,,
2021-02-07,global_macro,-0.3327,0.5762,3.0,,,
2021-02-08,domestic_core,-0.3998,0.5475,5.0,,,
2021-02-08,global_macro,0.5764,0.5126,3.0,-0.1736,,1.0
2021-02-09,domestic_core,-0.1968,0.4491,5.0,0.622,,1.0
2021-02-09,global_macro,0.0,0.0001,3.0,-0.7128,,1.0
2021-02-10,domestic_core,0.309,0.605,8.0,,,
2021-02-10,global_macro,0.1147,0.3582,8.0,-0.1281,,1.0
2021-02-11,domestic_core,0.1645,0.4028,6.0,,,
2021-02-11,global_macro,0.9996,,1.0,0.3632,0.4591,2.0
2021-02-12,domestic_core,0.0009,,1.0,,,
2021-02-12,global_macro,0.2223,0.4057,2.0,-0.4902,0.5486,2.0
2021-02-13,domestic_core,-0.3061,0.5577,3.0,,,
2021-02-13,global_macro,-0.2493,0.4998,4.0,-0.0262,,1.0
2021-02-14,domestic_core,0.0006,0.0008,2.0,,,
2021-02-14,global_macro,-0.0281,0.307,4.0,,,
2021-02-15,domestic_core,0.2551,0.4221,6.0,,,
2021-02-15,global_macro,0.2017,0.417,10.0,-0.9081,,1.0
2021-02-16,domestic_core,0.3668,0.6264,14.0,,,
2021-02-16,global_macro,0.0046,0.0096,3.0,-0.3567,0.4807,3.0
2021-02-17,domestic_core,0.1647,0.6292,8.0,,,
2021-02-17,global_macro,-0.262,0.7358,7.0,-0.9253,,1.0
2021-02-18,domestic_core,0.1133,0.7147,6.0,,,
2021-02-18,global_macro,0.0391,0.6388,6.0,-0.4522,0.7085,2.0
2021-02-19,domestic_core,-0.1693,0.5121,8.0,,,
2021-02-19,global_macro,-0.3747,0.5174,8.0,-0.028,,1.0
2021-02-20,domestic_core,0.1981,0.2822,2.0,,,
2021-02-20,global_macro,-0.955,,1.0,,,
2021-02-21,domestic_core,0.0581,0.1422,4.0,,,
2021-02-21,global_macro,-0.3959,0.5298,3.0,,,
2021-02-22,domestic_core,0.4771,0.53,9.0,,,
2021-02-22,global_macro,0.0054,0.6815,5.0,-0.5806,0.4515,3.0
2021-02-23,domestic_core,0.2102,0.5692,14.0,,,
2021-02-23,global_macro,-0.0234,0.4326,11.0,-0.3401,0.5561,3.0
2021-02-24,domestic_core,0.0446,0.6769,12.0,,,
2021-02-24,global_macro,-0.343,0.5982,7.0,-0.2549,0.3223,2.0
2021-02-25,domestic_core,0.0705,0.7713,13.0,,,
2021-02-25,global_macro,0.6581,0.5677,3.0,-0.9501,,1.0
2021-02-26,domestic_core,0.301,0.6278,15.0,,,
2021-02-26,global_macro,-0.0028,0.4799,9.0,-0.7449,0.2983,2.0
2021-02-27,domestic_core,-0.0017,0.0014,2.0,,,
2021-02-27,global_macro,-0.0,0.0,2.0,,,
2021-02-28,domestic_core,0.3964,0.5428,5.0,,,
2021-02-28,global_macro,0.0864,0.6815,4.0,,,
2021-03-01,domestic_core,0.0008,0.3965,13.0,,,
2021-03-01,global_macro,0.0,0.0,2.0,-0.0042,0.0183,4.0
2021-03-02,domestic_core,0.3448,0.4343,9.0,,,
2021-03-02,global_macro,0.1888,0.4067,10.0,-0.9095,,1.0
2021-03-03,domestic_core,0.1318,0.3836,7.0,,,
2021-03-03,global_macro,-0.0745,0.554,9.0,-0.5657,0.4154,2.0
2021-03-04,domestic_core,0.3731,0.6863,9.0,,,
