keyword,date,title
니케이,2025.06.12,"‘승리의 여신:니케’, ‘스텔라 블레이드’와 컬래버 진행"
니케이,2025.06.11,"메리츠증권, 온라인 전용 ‘SUPER ELS’ 8종 추가 출시"
니케이,2025.06.02,"메리츠증권, 온라인 전용 ‘SUPER ELS’ 8종 출시"
니케이,2025.05.18,"한국투자증권, 일본 5대 종합상사 주가 흐름 1배수 추종"
니케이,2025.04.10,日·대만 9% 韓 6% 中도 보합...亞 증시 급등에도 소비심리 위축 우려 여전
니케이,2025.04.10,“트럼프 약 오르겠네”...중국 관세 폭탄에도 中·홍콩 증시 선방
니케이,2025.04.07,아시아 증시 초토화…관세가 다시 부른 ‘블랙먼데이’
니케이,2025.04.04,관세 적용 우려에 반도체주 급락
니케이,2025.03.31,“섬 하나가 통째로 내 숙소” 메리어트 몰디브 韓 시장 공략 나서
니케이,2025.03.19,한국 ‘잃어버린 30년’ 시작되나... 한일 30년물 금리 역전
니케이,2025.03.07,"MWC 2025 성황리 폐막…K-AI 경쟁력 확인, 자존심 세운 SKT"
니케이,2025.02.04,"매경이 전하는 세상의 지식 (매-세-지, 2월 4일)"
니케이,2025.02.03,"KB증권, 2025 해외선물옵션수수료 할인 이벤트 실시"
니케이,2025.01.16,조선·AI·K콘텐츠…올해 코스피 달군다
니케이,,대인커뮤니케이션
니케이,,매스커뮤니케이션
니케이,2025.12.28,“재미있게 노는데 비쌀 필요있나”…여기선 연말 홈파티 2만원이면 충분
니케이,2025.11.24,"동남아 IPO 자금, 50% 이상 급증… 싱가포르·베트남이 견인"
니케이,2025.11.11,오픈AI가 불붙인 한국 반도체주 랠리 HBM·D램·낸드 ‘3끌이 장세’ 언제까지
니케이,2025.10.30,"레벨인피니트, ‘승리의 여신:니케’ 3주년 최대 규모 콘텐츠 업데이트"
니케이,2025.10.26,"“운전석 좌우 다른데 팔릴까”···도요타, 미국서 만든 차 일본에 ‘역수입’"
니케이,2025.08.05,"G-DRAGON, 홍콩∙오사카 글로벌 전시 추가 확정...‘티켓팅 20분 만에 매진’"
니케이,2025.08.05,"지드래곤, 글로벌 전시 추가 확정…홍콩·오사카 달군다"
니케이,2025.07.03,"잘 나가던 日 증시, 관세 암초 부딪힐까"
