date,DXY,UUP
2021-03-12,113.0269,21.2852725982666
2021-03-15,113.1928,21.3283748626709
2021-03-16,112.9839,21.3283748626709
2021-03-17,113.1589,21.224924087524414
2021-03-18,112.7744,21.354238510131836
2021-03-19,112.9756,21.36285972595215
2021-03-22,113.0023,21.319753646850586
2021-03-23,113.2916,21.44906997680664
2021-03-24,113.6565,21.500795364379883
2021-03-25,114.0016,21.561141967773438
2021-03-26,113.7406,21.5352783203125
2021-03-29,113.9314,21.587005615234375
2021-03-30,114.203,21.673213958740234
2021-03-31,113.8234,21.655973434448242
2021-04-01,113.7389,21.561141967773438
2021-04-02,113.7315,21.561141967773438
2021-04-05,113.394,21.49217414855957
2021-04-06,113.1464,21.440448760986328
2021-04-07,113.2436,21.466310501098633
2021-04-08,113.0917,21.37148094177246
2021-04-09,113.2028,21.388721466064453
2021-04-12,113.1815,21.38010025024414
2021-04-13,113.0391,21.30251121520996
2021-04-14,112.7849,21.276649475097656
2021-04-15,112.6181,21.276649475097656
2021-04-16,112.4814,21.25078582763672
2021-04-19,112.1835,21.13009262084961
2021-04-20,112.2354,21.164575576782227
2021-04-21,112.1771,21.138713836669922
2021-04-22,112.2297,21.199060440063477
2021-04-23,112.0889,21.078365325927734
2021-04-26,111.8109,21.078365325927734
2021-04-27,111.9097,21.086984634399414
2021-04-28,111.7909,21.0093994140625
2021-04-29,111.7464,21.01801872253418
2021-04-30,112.0839,21.190439224243164
2021-05-03,112.005,21.09560775756836
2021-05-04,112.2896,21.190439224243164
2021-05-05,112.1514,21.18181800842285
2021-05-06,111.8401,21.078365325927734
2021-05-07,111.0249,20.923187255859375
2021-05-10,110.7905,20.923187255859375
2021-05-11,110.8921,20.905946731567383
2021-05-12,111.5636,21.06112289428711
2021-05-13,111.5955,21.026639938354492
2021-05-14,111.1353,20.9404296875
2021-05-17,111.079,20.914566040039062
2021-05-18,110.8317,20.81973648071289
2021-05-19,110.8807,20.914566040039062
2021-05-20,110.8605,20.811115264892578
2021-05-21,111.0576,20.880083084106445
2021-05-24,110.9118,20.828357696533203
2021-05-25,110.842,20.802492141723633
2021-05-26,110.8677,20.880083084106445
2021-05-27,110.8688,20.86284065246582
2021-05-28,110.7576,20.880083084106445
2021-05-31,110.7576,20.880083084106445
2021-06-01,110.5046,20.845598220825195
2021-06-02,110.5799,20.845598220825195
2021-06-03,111.1782,20.97491455078125
2021-06-04,110.7521,20.897323608398438
2021-06-07,110.5155,20.86284065246582
2021-06-08,110.649,20.888702392578125
2021-06-09,110.5707,20.905946731567383
2021-06-10,110.5456,20.888702392578125
2021-06-11,111.0933,20.992156982421875
2021-06-14,110.9659,20.97491455078125
2021-06-15,111.3507,20.992156982421875
2021-06-16,111.1165,21.164575576782227
2021-06-17,112.5772,21.3283748626709
2021-06-18,113.0408,21.397342681884766
2021-06-21,112.8391,21.29389190673828
2021-06-22,112.9174,21.25940704345703
2021-06-23,112.3819,21.29389190673828
2021-06-24,112.326,21.276649475097656
2021-06-25,111.9655,21.2852725982666
2021-06-28,112.0248,21.29389190673828
2021-06-29,112.2613,21.345617294311523
2021-06-30,112.5533,21.405961990356445
2021-07-01,112.74,21.466310501098633
2021-07-02,112.5425,21.38010025024414
2021-07-05,112.5425,21.38010025024414
2021-07-06,112.9516,21.45768928527832
2021-07-07,113.1048,21.49217414855957
2021-07-08,113.0776,21.405961990356445
2021-07-09,112.8375,21.354238510131836
2021-07-12,112.7611,21.38010025024414
2021-07-13,113.0063,21.509416580200195
2021-07-14,112.8801,21.405961990356445
2021-07-15,113.0041,21.466310501098633
2021-07-16,113.0428,21.49217414855957
2021-07-19,113.5472,21.526657104492188
2021-07-20,113.7502,21.552520751953125
2021-07-21,113.3926,21.500795364379883
2021-07-22,113.4695,21.526657104492188
